"DateTime","Sales (USD) (x)","Sales (USD) (y)","Sales (USD) (z)","Unique Buyers (x)","Unique Buyers (y)","Unique Buyers (z)"
"2020-05-03 00:00:00","2020-05-03 00:00:00",19307.98,"$19,307.98","2020-05-03 00:00:00",319,"319"
"2020-05-04 00:00:00","2020-05-04 00:00:00",27280.52,"$27,280.52","2020-05-04 00:00:00",297,"297"
"2020-05-05 00:00:00","2020-05-05 00:00:00",25692.55,"$25,692.55","2020-05-05 00:00:00",327,"327"
"2020-05-06 00:00:00","2020-05-06 00:00:00",15979.69,"$15,979.69","2020-05-06 00:00:00",242,"242"
"2020-05-07 00:00:00","2020-05-07 00:00:00",30177.3,"$30,177.30","2020-05-07 00:00:00",280,"280"
"2020-05-08 00:00:00","2020-05-08 00:00:00",24389.04,"$24,389.04","2020-05-08 00:00:00",264,"264"
"2020-05-09 00:00:00","2020-05-09 00:00:00",18711.41,"$18,711.41","2020-05-09 00:00:00",303,"303"
"2020-05-10 00:00:00","2020-05-10 00:00:00",19690.1,"$19,690.10","2020-05-10 00:00:00",282,"282"
"2020-05-11 00:00:00","2020-05-11 00:00:00",20427.74,"$20,427.74","2020-05-11 00:00:00",286,"286"
"2020-05-12 00:00:00","2020-05-12 00:00:00",41163.22,"$41,163.22","2020-05-12 00:00:00",239,"239"
"2020-05-13 00:00:00","2020-05-13 00:00:00",19422.81,"$19,422.81","2020-05-13 00:00:00",255,"255"
"2020-05-14 00:00:00","2020-05-14 00:00:00",44335.89,"$44,335.89","2020-05-14 00:00:00",291,"291"
"2020-05-15 00:00:00","2020-05-15 00:00:00",33693.63,"$33,693.63","2020-05-15 00:00:00",339,"339"
"2020-05-16 00:00:00","2020-05-16 00:00:00",56501.4,"$56,501.40","2020-05-16 00:00:00",391,"391"
"2020-05-17 00:00:00","2020-05-17 00:00:00",38493.59,"$38,493.59","2020-05-17 00:00:00",369,"369"
"2020-05-18 00:00:00","2020-05-18 00:00:00",54144.97,"$54,144.97","2020-05-18 00:00:00",393,"393"
"2020-05-19 00:00:00","2020-05-19 00:00:00",114605.85,"$114,605.85","2020-05-19 00:00:00",463,"463"
"2020-05-20 00:00:00","2020-05-20 00:00:00",99266.92,"$99,266.92","2020-05-20 00:00:00",336,"336"
"2020-05-21 00:00:00","2020-05-21 00:00:00",58885.1,"$58,885.10","2020-05-21 00:00:00",360,"360"
"2020-05-22 00:00:00","2020-05-22 00:00:00",63274.64,"$63,274.64","2020-05-22 00:00:00",396,"396"
"2020-05-23 00:00:00","2020-05-23 00:00:00",38458.78,"$38,458.78","2020-05-23 00:00:00",363,"363"
"2020-05-24 00:00:00","2020-05-24 00:00:00",78053.36,"$78,053.36","2020-05-24 00:00:00",352,"352"
"2020-05-25 00:00:00","2020-05-25 00:00:00",33131.75,"$33,131.75","2020-05-25 00:00:00",325,"325"
"2020-05-26 00:00:00","2020-05-26 00:00:00",55752.13,"$55,752.13","2020-05-26 00:00:00",353,"353"
"2020-05-27 00:00:00","2020-05-27 00:00:00",65233.81,"$65,233.81","2020-05-27 00:00:00",311,"311"
"2020-05-28 00:00:00","2020-05-28 00:00:00",44695.99,"$44,695.99","2020-05-28 00:00:00",273,"273"
"2020-05-29 00:00:00","2020-05-29 00:00:00",47264.16,"$47,264.16","2020-05-29 00:00:00",371,"371"
"2020-05-30 00:00:00","2020-05-30 00:00:00",24491.89,"$24,491.89","2020-05-30 00:00:00",259,"259"
"2020-05-31 00:00:00","2020-05-31 00:00:00",46150.32,"$46,150.32","2020-05-31 00:00:00",279,"279"
"2020-06-01 00:00:00","2020-06-01 00:00:00",38622.59,"$38,622.59","2020-06-01 00:00:00",273,"273"
"2020-06-02 00:00:00","2020-06-02 00:00:00",56056.43,"$56,056.43","2020-06-02 00:00:00",284,"284"
"2020-06-03 00:00:00","2020-06-03 00:00:00",40660.56,"$40,660.56","2020-06-03 00:00:00",248,"248"
"2020-06-04 00:00:00","2020-06-04 00:00:00",56583.77,"$56,583.77","2020-06-04 00:00:00",295,"295"
"2020-06-05 00:00:00","2020-06-05 00:00:00",28071,"$28,071.00","2020-06-05 00:00:00",297,"297"
"2020-06-06 00:00:00","2020-06-06 00:00:00",60214.58,"$60,214.58","2020-06-06 00:00:00",308,"308"
"2020-06-07 00:00:00","2020-06-07 00:00:00",27052.07,"$27,052.07","2020-06-07 00:00:00",277,"277"
"2020-06-08 00:00:00","2020-06-08 00:00:00",19026.69,"$19,026.69","2020-06-08 00:00:00",229,"229"
"2020-06-09 00:00:00","2020-06-09 00:00:00",42470.37,"$42,470.37","2020-06-09 00:00:00",282,"282"
"2020-06-10 00:00:00","2020-06-10 00:00:00",19337.15,"$19,337.15","2020-06-10 00:00:00",231,"231"
"2020-06-11 00:00:00","2020-06-11 00:00:00",21597.14,"$21,597.14","2020-06-11 00:00:00",231,"231"
"2020-06-12 00:00:00","2020-06-12 00:00:00",30966.76,"$30,966.76","2020-06-12 00:00:00",252,"252"
"2020-06-13 00:00:00","2020-06-13 00:00:00",23160.83,"$23,160.83","2020-06-13 00:00:00",252,"252"
"2020-06-14 00:00:00","2020-06-14 00:00:00",31153.2,"$31,153.20","2020-06-14 00:00:00",266,"266"
"2020-06-15 00:00:00","2020-06-15 00:00:00",41076.71,"$41,076.71","2020-06-15 00:00:00",236,"236"
"2020-06-16 00:00:00","2020-06-16 00:00:00",55486.1,"$55,486.10","2020-06-16 00:00:00",287,"287"
"2020-06-17 00:00:00","2020-06-17 00:00:00",36471.73,"$36,471.73","2020-06-17 00:00:00",224,"224"
"2020-06-18 00:00:00","2020-06-18 00:00:00",28274.68,"$28,274.68","2020-06-18 00:00:00",230,"230"
"2020-06-19 00:00:00","2020-06-19 00:00:00",41393.21,"$41,393.21","2020-06-19 00:00:00",257,"257"
"2020-06-20 00:00:00","2020-06-20 00:00:00",18490.39,"$18,490.39","2020-06-20 00:00:00",251,"251"
"2020-06-21 00:00:00","2020-06-21 00:00:00",22958.89,"$22,958.89","2020-06-21 00:00:00",257,"257"
"2020-06-22 00:00:00","2020-06-22 00:00:00",23310.06,"$23,310.06","2020-06-22 00:00:00",226,"226"
"2020-06-23 00:00:00","2020-06-23 00:00:00",33831.87,"$33,831.87","2020-06-23 00:00:00",216,"216"
"2020-06-24 00:00:00","2020-06-24 00:00:00",27104.37,"$27,104.37","2020-06-24 00:00:00",225,"225"
"2020-06-25 00:00:00","2020-06-25 00:00:00",21023.62,"$21,023.62","2020-06-25 00:00:00",216,"216"
"2020-06-26 00:00:00","2020-06-26 00:00:00",14123.07,"$14,123.07","2020-06-26 00:00:00",241,"241"
"2020-06-27 00:00:00","2020-06-27 00:00:00",26066.95,"$26,066.95","2020-06-27 00:00:00",205,"205"
"2020-06-28 00:00:00","2020-06-28 00:00:00",22163.38,"$22,163.38","2020-06-28 00:00:00",226,"226"
"2020-06-29 00:00:00","2020-06-29 00:00:00",18824.5,"$18,824.50","2020-06-29 00:00:00",211,"211"
"2020-06-30 00:00:00","2020-06-30 00:00:00",33834.15,"$33,834.15","2020-06-30 00:00:00",236,"236"
"2020-07-01 00:00:00","2020-07-01 00:00:00",26996.46,"$26,996.46","2020-07-01 00:00:00",215,"215"
"2020-07-02 00:00:00","2020-07-02 00:00:00",32829.5,"$32,829.50","2020-07-02 00:00:00",240,"240"
"2020-07-03 00:00:00","2020-07-03 00:00:00",16413.45,"$16,413.45","2020-07-03 00:00:00",222,"222"
"2020-07-04 00:00:00","2020-07-04 00:00:00",21005.04,"$21,005.04","2020-07-04 00:00:00",240,"240"
"2020-07-05 00:00:00","2020-07-05 00:00:00",16401.27,"$16,401.27","2020-07-05 00:00:00",227,"227"
"2020-07-06 00:00:00","2020-07-06 00:00:00",37123.87,"$37,123.87","2020-07-06 00:00:00",224,"224"
"2020-07-07 00:00:00","2020-07-07 00:00:00",29314.23,"$29,314.23","2020-07-07 00:00:00",323,"323"
"2020-07-08 00:00:00","2020-07-08 00:00:00",43388.29,"$43,388.29","2020-07-08 00:00:00",329,"329"
"2020-07-09 00:00:00","2020-07-09 00:00:00",84677.5,"$84,677.50","2020-07-09 00:00:00",369,"369"
"2020-07-10 00:00:00","2020-07-10 00:00:00",60698.5,"$60,698.50","2020-07-10 00:00:00",369,"369"
"2020-07-11 00:00:00","2020-07-11 00:00:00",29088.47,"$29,088.47","2020-07-11 00:00:00",282,"282"
"2020-07-12 00:00:00","2020-07-12 00:00:00",19404.07,"$19,404.07","2020-07-12 00:00:00",299,"299"
"2020-07-13 00:00:00","2020-07-13 00:00:00",16404.2,"$16,404.20","2020-07-13 00:00:00",254,"254"
"2020-07-14 00:00:00","2020-07-14 00:00:00",97598.96,"$97,598.96","2020-07-14 00:00:00",526,"526"
"2020-07-15 00:00:00","2020-07-15 00:00:00",49282.69,"$49,282.69","2020-07-15 00:00:00",478,"478"
"2020-07-16 00:00:00","2020-07-16 00:00:00",29622.14,"$29,622.14","2020-07-16 00:00:00",404,"404"
"2020-07-17 00:00:00","2020-07-17 00:00:00",79562.54,"$79,562.54","2020-07-17 00:00:00",384,"384"
"2020-07-18 00:00:00","2020-07-18 00:00:00",34383.48,"$34,383.48","2020-07-18 00:00:00",356,"356"
"2020-07-19 00:00:00","2020-07-19 00:00:00",36023.29,"$36,023.29","2020-07-19 00:00:00",511,"511"
"2020-07-20 00:00:00","2020-07-20 00:00:00",33241.88,"$33,241.88","2020-07-20 00:00:00",634,"634"
"2020-07-21 00:00:00","2020-07-21 00:00:00",30455.46,"$30,455.46","2020-07-21 00:00:00",830,"830"
"2020-07-22 00:00:00","2020-07-22 00:00:00",59617.74,"$59,617.74","2020-07-22 00:00:00",368,"368"
"2020-07-23 00:00:00","2020-07-23 00:00:00",56706.26,"$56,706.26","2020-07-23 00:00:00",390,"390"
"2020-07-24 00:00:00","2020-07-24 00:00:00",58628.24,"$58,628.24","2020-07-24 00:00:00",267,"267"
"2020-07-25 00:00:00","2020-07-25 00:00:00",39312.85,"$39,312.85","2020-07-25 00:00:00",286,"286"
"2020-07-26 00:00:00","2020-07-26 00:00:00",16537.38,"$16,537.38","2020-07-26 00:00:00",211,"211"
"2020-07-27 00:00:00","2020-07-27 00:00:00",34285.51,"$34,285.51","2020-07-27 00:00:00",216,"216"
"2020-07-28 00:00:00","2020-07-28 00:00:00",26210.91,"$26,210.91","2020-07-28 00:00:00",254,"254"
"2020-07-29 00:00:00","2020-07-29 00:00:00",42839.14,"$42,839.14","2020-07-29 00:00:00",250,"250"
"2020-07-30 00:00:00","2020-07-30 00:00:00",126090.47,"$126,090.47","2020-07-30 00:00:00",467,"467"
"2020-07-31 00:00:00","2020-07-31 00:00:00",77828.02,"$77,828.02","2020-07-31 00:00:00",388,"388"
"2020-08-01 00:00:00","2020-08-01 00:00:00",41701.89,"$41,701.89","2020-08-01 00:00:00",313,"313"
"2020-08-02 00:00:00","2020-08-02 00:00:00",32627.01,"$32,627.01","2020-08-02 00:00:00",352,"352"
"2020-08-03 00:00:00","2020-08-03 00:00:00",40006.43,"$40,006.43","2020-08-03 00:00:00",299,"299"
"2020-08-04 00:00:00","2020-08-04 00:00:00",51510.83,"$51,510.83","2020-08-04 00:00:00",396,"396"
"2020-08-05 00:00:00","2020-08-05 00:00:00",44359.75,"$44,359.75","2020-08-05 00:00:00",387,"387"
"2020-08-06 00:00:00","2020-08-06 00:00:00",30370.82,"$30,370.82","2020-08-06 00:00:00",436,"436"
"2020-08-07 00:00:00","2020-08-07 00:00:00",98629.27,"$98,629.27","2020-08-07 00:00:00",447,"447"
"2020-08-08 00:00:00","2020-08-08 00:00:00",96470.59,"$96,470.59","2020-08-08 00:00:00",650,"650"
"2020-08-09 00:00:00","2020-08-09 00:00:00",52561.71,"$52,561.71","2020-08-09 00:00:00",482,"482"
"2020-08-10 00:00:00","2020-08-10 00:00:00",49518.32,"$49,518.32","2020-08-10 00:00:00",425,"425"
"2020-08-11 00:00:00","2020-08-11 00:00:00",47945.62,"$47,945.62","2020-08-11 00:00:00",429,"429"
"2020-08-12 00:00:00","2020-08-12 00:00:00",45168.29,"$45,168.29","2020-08-12 00:00:00",326,"326"
"2020-08-13 00:00:00","2020-08-13 00:00:00",60751.41,"$60,751.41","2020-08-13 00:00:00",416,"416"
"2020-08-14 00:00:00","2020-08-14 00:00:00",70538.9,"$70,538.90","2020-08-14 00:00:00",398,"398"
"2020-08-15 00:00:00","2020-08-15 00:00:00",28379.37,"$28,379.37","2020-08-15 00:00:00",355,"355"
"2020-08-16 00:00:00","2020-08-16 00:00:00",46673.27,"$46,673.27","2020-08-16 00:00:00",314,"314"
"2020-08-17 00:00:00","2020-08-17 00:00:00",27398.04,"$27,398.04","2020-08-17 00:00:00",299,"299"
"2020-08-18 00:00:00","2020-08-18 00:00:00",72123.47,"$72,123.47","2020-08-18 00:00:00",506,"506"
"2020-08-19 00:00:00","2020-08-19 00:00:00",53870.16,"$53,870.16","2020-08-19 00:00:00",508,"508"
"2020-08-20 00:00:00","2020-08-20 00:00:00",59191.88,"$59,191.88","2020-08-20 00:00:00",505,"505"
"2020-08-21 00:00:00","2020-08-21 00:00:00",84232.69,"$84,232.69","2020-08-21 00:00:00",424,"424"
"2020-08-22 00:00:00","2020-08-22 00:00:00",31756.08,"$31,756.08","2020-08-22 00:00:00",397,"397"
"2020-08-23 00:00:00","2020-08-23 00:00:00",116619.99,"$116,619.99","2020-08-23 00:00:00",420,"420"
"2020-08-24 00:00:00","2020-08-24 00:00:00",36066.88,"$36,066.88","2020-08-24 00:00:00",393,"393"
"2020-08-25 00:00:00","2020-08-25 00:00:00",59233.28,"$59,233.28","2020-08-25 00:00:00",450,"450"
"2020-08-26 00:00:00","2020-08-26 00:00:00",68535.47,"$68,535.47","2020-08-26 00:00:00",414,"414"
"2020-08-27 00:00:00","2020-08-27 00:00:00",78763.42,"$78,763.42","2020-08-27 00:00:00",459,"459"
"2020-08-28 00:00:00","2020-08-28 00:00:00",131330.7,"$131,330.70","2020-08-28 00:00:00",576,"576"
"2020-08-29 00:00:00","2020-08-29 00:00:00",37984.23,"$37,984.23","2020-08-29 00:00:00",449,"449"
"2020-08-30 00:00:00","2020-08-30 00:00:00",46167.24,"$46,167.24","2020-08-30 00:00:00",383,"383"
"2020-08-31 00:00:00","2020-08-31 00:00:00",44765.28,"$44,765.28","2020-08-31 00:00:00",373,"373"
"2020-09-01 00:00:00","2020-09-01 00:00:00",20180,"$20,180.00","2020-09-01 00:00:00",172,"172"
"2020-09-02 00:00:00","2020-09-02 00:00:00",42143.74,"$42,143.74","2020-09-02 00:00:00",357,"357"
"2020-09-03 00:00:00","2020-09-03 00:00:00",59807.39,"$59,807.39","2020-09-03 00:00:00",363,"363"
"2020-09-04 00:00:00","2020-09-04 00:00:00",98868.72,"$98,868.72","2020-09-04 00:00:00",419,"419"
"2020-09-05 00:00:00","2020-09-05 00:00:00",46819.78,"$46,819.78","2020-09-05 00:00:00",326,"326"
"2020-09-06 00:00:00","2020-09-06 00:00:00",99554.06,"$99,554.06","2020-09-06 00:00:00",384,"384"
"2020-09-07 00:00:00","2020-09-07 00:00:00",63164.92,"$63,164.92","2020-09-07 00:00:00",400,"400"
"2020-09-08 00:00:00","2020-09-08 00:00:00",78103.21,"$78,103.21","2020-09-08 00:00:00",402,"402"
"2020-09-09 00:00:00","2020-09-09 00:00:00",67558.46,"$67,558.46","2020-09-09 00:00:00",484,"484"
"2020-09-10 00:00:00","2020-09-10 00:00:00",61788.44,"$61,788.44","2020-09-10 00:00:00",380,"380"
"2020-09-11 00:00:00","2020-09-11 00:00:00",160061.45,"$160,061.45","2020-09-11 00:00:00",445,"445"
"2020-09-12 00:00:00","2020-09-12 00:00:00",110680.35,"$110,680.35","2020-09-12 00:00:00",413,"413"
"2020-09-13 00:00:00","2020-09-13 00:00:00",110657.81,"$110,657.81","2020-09-13 00:00:00",396,"396"
"2020-09-14 00:00:00","2020-09-14 00:00:00",213012.34,"$213,012.34","2020-09-14 00:00:00",368,"368"
"2020-09-15 00:00:00","2020-09-15 00:00:00",207999.3,"$207,999.30","2020-09-15 00:00:00",437,"437"
"2020-09-16 00:00:00","2020-09-16 00:00:00",50253.02,"$50,253.02","2020-09-16 00:00:00",360,"360"
"2020-09-17 00:00:00","2020-09-17 00:00:00",131163.2,"$131,163.20","2020-09-17 00:00:00",285,"285"
"2020-09-18 00:00:00","2020-09-18 00:00:00",152092.8,"$152,092.80","2020-09-18 00:00:00",513,"513"
"2020-09-19 00:00:00","2020-09-19 00:00:00",130875.99,"$130,875.99","2020-09-19 00:00:00",546,"546"
"2020-09-20 00:00:00","2020-09-20 00:00:00",158931.06,"$158,931.06","2020-09-20 00:00:00",520,"520"
"2020-09-21 00:00:00","2020-09-21 00:00:00",70221.55,"$70,221.55","2020-09-21 00:00:00",502,"502"
"2020-09-22 00:00:00","2020-09-22 00:00:00",177181.53,"$177,181.53","2020-09-22 00:00:00",618,"618"
"2020-09-23 00:00:00","2020-09-23 00:00:00",162597.46,"$162,597.46","2020-09-23 00:00:00",707,"707"
"2020-09-24 00:00:00","2020-09-24 00:00:00",701473.47,"$701,473.47","2020-09-24 00:00:00",833,"833"
"2020-09-25 00:00:00","2020-09-25 00:00:00",414688.34,"$414,688.34","2020-09-25 00:00:00",890,"890"
"2020-09-26 00:00:00","2020-09-26 00:00:00",503936.07,"$503,936.07","2020-09-26 00:00:00",804,"804"
"2020-09-27 00:00:00","2020-09-27 00:00:00",418468.44,"$418,468.44","2020-09-27 00:00:00",820,"820"
"2020-09-28 00:00:00","2020-09-28 00:00:00",782527.1,"$782,527.10","2020-09-28 00:00:00",772,"772"
"2020-09-29 00:00:00","2020-09-29 00:00:00",417189.02,"$417,189.02","2020-09-29 00:00:00",796,"796"
"2020-09-30 00:00:00","2020-09-30 00:00:00",231985.76,"$231,985.76","2020-09-30 00:00:00",881,"881"
"2020-10-01 00:00:00","2020-10-01 00:00:00",223797.2,"$223,797.20","2020-10-01 00:00:00",903,"903"
"2020-10-02 00:00:00","2020-10-02 00:00:00",273454.59,"$273,454.59","2020-10-02 00:00:00",794,"794"
"2020-10-03 00:00:00","2020-10-03 00:00:00",228713.75,"$228,713.75","2020-10-03 00:00:00",824,"824"
"2020-10-04 00:00:00","2020-10-04 00:00:00",255369.24,"$255,369.24","2020-10-04 00:00:00",767,"767"
"2020-10-05 00:00:00","2020-10-05 00:00:00",214744.01,"$214,744.01","2020-10-05 00:00:00",785,"785"
"2020-10-06 00:00:00","2020-10-06 00:00:00",224034,"$224,034.00","2020-10-06 00:00:00",818,"818"
"2020-10-07 00:00:00","2020-10-07 00:00:00",264312.53,"$264,312.53","2020-10-07 00:00:00",827,"827"
"2020-10-08 00:00:00","2020-10-08 00:00:00",231609.89,"$231,609.89","2020-10-08 00:00:00",789,"789"
"2020-10-09 00:00:00","2020-10-09 00:00:00",311789.4,"$311,789.40","2020-10-09 00:00:00",826,"826"
"2020-10-10 00:00:00","2020-10-10 00:00:00",186122.8,"$186,122.80","2020-10-10 00:00:00",782,"782"
"2020-10-11 00:00:00","2020-10-11 00:00:00",195112.55,"$195,112.55","2020-10-11 00:00:00",822,"822"
"2020-10-12 00:00:00","2020-10-12 00:00:00",210633.11,"$210,633.11","2020-10-12 00:00:00",806,"806"
"2020-10-13 00:00:00","2020-10-13 00:00:00",124694.62,"$124,694.62","2020-10-13 00:00:00",733,"733"
"2020-10-14 00:00:00","2020-10-14 00:00:00",142819.36,"$142,819.36","2020-10-14 00:00:00",733,"733"
"2020-10-15 00:00:00","2020-10-15 00:00:00",118372.58,"$118,372.58","2020-10-15 00:00:00",649,"649"
"2020-10-16 00:00:00","2020-10-16 00:00:00",107621.01,"$107,621.01","2020-10-16 00:00:00",606,"606"
"2020-10-17 00:00:00","2020-10-17 00:00:00",104700.51,"$104,700.51","2020-10-17 00:00:00",718,"718"
"2020-10-18 00:00:00","2020-10-18 00:00:00",86736.25,"$86,736.25","2020-10-18 00:00:00",710,"710"
"2020-10-19 00:00:00","2020-10-19 00:00:00",203126.83,"$203,126.83","2020-10-19 00:00:00",805,"805"
"2020-10-20 00:00:00","2020-10-20 00:00:00",151057.64,"$151,057.64","2020-10-20 00:00:00",705,"705"
"2020-10-21 00:00:00","2020-10-21 00:00:00",161459.91,"$161,459.91","2020-10-21 00:00:00",895,"895"
"2020-10-22 00:00:00","2020-10-22 00:00:00",375480.37,"$375,480.37","2020-10-22 00:00:00",771,"771"
"2020-10-23 00:00:00","2020-10-23 00:00:00",145993.3,"$145,993.30","2020-10-23 00:00:00",745,"745"
"2020-10-24 00:00:00","2020-10-24 00:00:00",95974.9,"$95,974.90","2020-10-24 00:00:00",818,"818"
"2020-10-25 00:00:00","2020-10-25 00:00:00",139875.47,"$139,875.47","2020-10-25 00:00:00",766,"766"
"2020-10-26 00:00:00","2020-10-26 00:00:00",164097.43,"$164,097.43","2020-10-26 00:00:00",890,"890"
"2020-10-27 00:00:00","2020-10-27 00:00:00",180772.73,"$180,772.73","2020-10-27 00:00:00",933,"933"
"2020-10-28 00:00:00","2020-10-28 00:00:00",183663.61,"$183,663.61","2020-10-28 00:00:00",903,"903"
"2020-10-29 00:00:00","2020-10-29 00:00:00",154167.43,"$154,167.43","2020-10-29 00:00:00",931,"931"
"2020-10-30 00:00:00","2020-10-30 00:00:00",131491.52,"$131,491.52","2020-10-30 00:00:00",981,"981"
"2020-10-31 00:00:00","2020-10-31 00:00:00",110393.27,"$110,393.27","2020-10-31 00:00:00",1012,"1,012"
"2020-11-01 00:00:00","2020-11-01 00:00:00",142664.79,"$142,664.79","2020-11-01 00:00:00",911,"911"
"2020-11-02 00:00:00","2020-11-02 00:00:00",112687.54,"$112,687.54","2020-11-02 00:00:00",834,"834"
"2020-11-03 00:00:00","2020-11-03 00:00:00",98197.05,"$98,197.05","2020-11-03 00:00:00",921,"921"
"2020-11-04 00:00:00","2020-11-04 00:00:00",120193.21,"$120,193.21","2020-11-04 00:00:00",940,"940"
"2020-11-05 00:00:00","2020-11-05 00:00:00",160412.64,"$160,412.64","2020-11-05 00:00:00",913,"913"
"2020-11-06 00:00:00","2020-11-06 00:00:00",240742.31,"$240,742.31","2020-11-06 00:00:00",895,"895"
"2020-11-07 00:00:00","2020-11-07 00:00:00",110428.94,"$110,428.94","2020-11-07 00:00:00",859,"859"
"2020-11-08 00:00:00","2020-11-08 00:00:00",121755.32,"$121,755.32","2020-11-08 00:00:00",942,"942"
"2020-11-09 00:00:00","2020-11-09 00:00:00",108472.98,"$108,472.98","2020-11-09 00:00:00",852,"852"
"2020-11-10 00:00:00","2020-11-10 00:00:00",193988.14,"$193,988.14","2020-11-10 00:00:00",1195,"1,195"
"2020-11-11 00:00:00","2020-11-11 00:00:00",143252.73,"$143,252.73","2020-11-11 00:00:00",1110,"1,110"
"2020-11-12 00:00:00","2020-11-12 00:00:00",152131.63,"$152,131.63","2020-11-12 00:00:00",1175,"1,175"
"2020-11-13 00:00:00","2020-11-13 00:00:00",208824.47,"$208,824.47","2020-11-13 00:00:00",1062,"1,062"
"2020-11-14 00:00:00","2020-11-14 00:00:00",146891.35,"$146,891.35","2020-11-14 00:00:00",1172,"1,172"
"2020-11-15 00:00:00","2020-11-15 00:00:00",176761.35,"$176,761.35","2020-11-15 00:00:00",1203,"1,203"
"2020-11-16 00:00:00","2020-11-16 00:00:00",221083.46,"$221,083.46","2020-11-16 00:00:00",1051,"1,051"
"2020-11-17 00:00:00","2020-11-17 00:00:00",117277.81,"$117,277.81","2020-11-17 00:00:00",973,"973"
"2020-11-18 00:00:00","2020-11-18 00:00:00",153208.28,"$153,208.28","2020-11-18 00:00:00",1118,"1,118"
"2020-11-19 00:00:00","2020-11-19 00:00:00",176641.76,"$176,641.76","2020-11-19 00:00:00",1142,"1,142"
"2020-11-20 00:00:00","2020-11-20 00:00:00",131955.74,"$131,955.74","2020-11-20 00:00:00",954,"954"
"2020-11-21 00:00:00","2020-11-21 00:00:00",204236.49,"$204,236.49","2020-11-21 00:00:00",842,"842"
"2020-11-22 00:00:00","2020-11-22 00:00:00",118251.18,"$118,251.18","2020-11-22 00:00:00",882,"882"
"2020-11-23 00:00:00","2020-11-23 00:00:00",182699.15,"$182,699.15","2020-11-23 00:00:00",713,"713"
"2020-11-24 00:00:00","2020-11-24 00:00:00",144166.96,"$144,166.96","2020-11-24 00:00:00",831,"831"
"2020-11-25 00:00:00","2020-11-25 00:00:00",143946.3,"$143,946.30","2020-11-25 00:00:00",838,"838"
"2020-11-26 00:00:00","2020-11-26 00:00:00",110858.81,"$110,858.81","2020-11-26 00:00:00",829,"829"
"2020-11-27 00:00:00","2020-11-27 00:00:00",145682.65,"$145,682.65","2020-11-27 00:00:00",1114,"1,114"
"2020-11-28 00:00:00","2020-11-28 00:00:00",102543.99,"$102,543.99","2020-11-28 00:00:00",983,"983"
"2020-11-29 00:00:00","2020-11-29 00:00:00",91837.17,"$91,837.17","2020-11-29 00:00:00",936,"936"
"2020-11-30 00:00:00","2020-11-30 00:00:00",153848.59,"$153,848.59","2020-11-30 00:00:00",703,"703"
"2020-12-01 00:00:00","2020-12-01 00:00:00",422451.74,"$422,451.74","2020-12-01 00:00:00",843,"843"
"2020-12-02 00:00:00","2020-12-02 00:00:00",145272.92,"$145,272.92","2020-12-02 00:00:00",1011,"1,011"
"2020-12-03 00:00:00","2020-12-03 00:00:00",148842.86,"$148,842.86","2020-12-03 00:00:00",807,"807"
"2020-12-04 00:00:00","2020-12-04 00:00:00",126707.62,"$126,707.62","2020-12-04 00:00:00",969,"969"
"2020-12-05 00:00:00","2020-12-05 00:00:00",134618.06,"$134,618.06","2020-12-05 00:00:00",930,"930"
"2020-12-06 00:00:00","2020-12-06 00:00:00",141594.69,"$141,594.69","2020-12-06 00:00:00",1008,"1,008"
"2020-12-07 00:00:00","2020-12-07 00:00:00",181894.11,"$181,894.11","2020-12-07 00:00:00",980,"980"
"2020-12-08 00:00:00","2020-12-08 00:00:00",119901,"$119,901.00","2020-12-08 00:00:00",1034,"1,034"
"2020-12-09 00:00:00","2020-12-09 00:00:00",79904.87,"$79,904.87","2020-12-09 00:00:00",873,"873"
"2020-12-10 00:00:00","2020-12-10 00:00:00",104132.79,"$104,132.79","2020-12-10 00:00:00",937,"937"
"2020-12-11 00:00:00","2020-12-11 00:00:00",136240.58,"$136,240.58","2020-12-11 00:00:00",1023,"1,023"
"2020-12-12 00:00:00","2020-12-12 00:00:00",131538.89,"$131,538.89","2020-12-12 00:00:00",1076,"1,076"
"2020-12-13 00:00:00","2020-12-13 00:00:00",114453.01,"$114,453.01","2020-12-13 00:00:00",974,"974"
"2020-12-14 00:00:00","2020-12-14 00:00:00",146707.05,"$146,707.05","2020-12-14 00:00:00",893,"893"
"2020-12-15 00:00:00","2020-12-15 00:00:00",106411.4,"$106,411.40","2020-12-15 00:00:00",956,"956"
"2020-12-16 00:00:00","2020-12-16 00:00:00",101421.7,"$101,421.70","2020-12-16 00:00:00",908,"908"
"2020-12-17 00:00:00","2020-12-17 00:00:00",99129.7,"$99,129.70","2020-12-17 00:00:00",824,"824"
"2020-12-18 00:00:00","2020-12-18 00:00:00",253253.56,"$253,253.56","2020-12-18 00:00:00",1140,"1,140"
"2020-12-19 00:00:00","2020-12-19 00:00:00",175991.54,"$175,991.54","2020-12-19 00:00:00",1078,"1,078"
"2020-12-20 00:00:00","2020-12-20 00:00:00",188248.61,"$188,248.61","2020-12-20 00:00:00",1047,"1,047"
"2020-12-21 00:00:00","2020-12-21 00:00:00",455174.41,"$455,174.41","2020-12-21 00:00:00",1027,"1,027"
"2020-12-22 00:00:00","2020-12-22 00:00:00",517072.61,"$517,072.61","2020-12-22 00:00:00",1275,"1,275"
"2020-12-23 00:00:00","2020-12-23 00:00:00",507203.73,"$507,203.73","2020-12-23 00:00:00",1143,"1,143"
