"DateTime","Sales (USD) (x)","Sales (USD) (y)","Sales (USD) (z)","Unique Buyers (x)","Unique Buyers (y)","Unique Buyers (z)"
"2020-12-24 00:00:00","2020-12-24 00:00:00",302078.86,"$302,078.86","2020-12-24 00:00:00",1107,"1,107"
"2020-12-25 00:00:00","2020-12-25 00:00:00",260553.31,"$260,553.31","2020-12-25 00:00:00",1101,"1,101"
"2020-12-26 00:00:00","2020-12-26 00:00:00",320732.13,"$320,732.13","2020-12-26 00:00:00",1092,"1,092"
"2020-12-27 00:00:00","2020-12-27 00:00:00",253654.51,"$253,654.51","2020-12-27 00:00:00",1049,"1,049"
"2020-12-28 00:00:00","2020-12-28 00:00:00",181438.97,"$181,438.97","2020-12-28 00:00:00",1018,"1,018"
"2020-12-29 00:00:00","2020-12-29 00:00:00",221817.8,"$221,817.80","2020-12-29 00:00:00",1223,"1,223"
"2020-12-30 00:00:00","2020-12-30 00:00:00",446967.86,"$446,967.86","2020-12-30 00:00:00",1182,"1,182"
"2020-12-31 00:00:00","2020-12-31 00:00:00",245937.36,"$245,937.36","2020-12-31 00:00:00",1012,"1,012"
"2021-01-01 00:00:00","2021-01-01 00:00:00",303926.79,"$303,926.79","2021-01-01 00:00:00",1195,"1,195"
"2021-01-02 00:00:00","2021-01-02 00:00:00",240056.82,"$240,056.82","2021-01-02 00:00:00",1092,"1,092"
"2021-01-03 00:00:00","2021-01-03 00:00:00",300975.57,"$300,975.57","2021-01-03 00:00:00",896,"896"
"2021-01-04 00:00:00","2021-01-04 00:00:00",350287.01,"$350,287.01","2021-01-04 00:00:00",1025,"1,025"
"2021-01-05 00:00:00","2021-01-05 00:00:00",808272.38,"$808,272.38","2021-01-05 00:00:00",1130,"1,130"
"2021-01-06 00:00:00","2021-01-06 00:00:00",536268.33,"$536,268.33","2021-01-06 00:00:00",1020,"1,020"
"2021-01-07 00:00:00","2021-01-07 00:00:00",572550.51,"$572,550.51","2021-01-07 00:00:00",1211,"1,211"
"2021-01-08 00:00:00","2021-01-08 00:00:00",524596.75,"$524,596.75","2021-01-08 00:00:00",1314,"1,314"
"2021-01-09 00:00:00","2021-01-09 00:00:00",633467.49,"$633,467.49","2021-01-09 00:00:00",1368,"1,368"
"2021-01-10 00:00:00","2021-01-10 00:00:00",509911.32,"$509,911.32","2021-01-10 00:00:00",1262,"1,262"
"2021-01-11 00:00:00","2021-01-11 00:00:00",433905.06,"$433,905.06","2021-01-11 00:00:00",1306,"1,306"
"2021-01-12 00:00:00","2021-01-12 00:00:00",601412.25,"$601,412.25","2021-01-12 00:00:00",1649,"1,649"
"2021-01-13 00:00:00","2021-01-13 00:00:00",787745.05,"$787,745.05","2021-01-13 00:00:00",1908,"1,908"
"2021-01-14 00:00:00","2021-01-14 00:00:00",702445.95,"$702,445.95","2021-01-14 00:00:00",1870,"1,870"
"2021-01-15 00:00:00","2021-01-15 00:00:00",731217.34,"$731,217.34","2021-01-15 00:00:00",2309,"2,309"
"2021-01-16 00:00:00","2021-01-16 00:00:00",1221121.66,"$1,221,121.66","2021-01-16 00:00:00",2542,"2,542"
"2021-01-17 00:00:00","2021-01-17 00:00:00",1302702.3,"$1,302,702.30","2021-01-17 00:00:00",2687,"2,687"
"2021-01-18 00:00:00","2021-01-18 00:00:00",605312.84,"$605,312.84","2021-01-18 00:00:00",1621,"1,621"
"2021-01-19 00:00:00","2021-01-19 00:00:00",2209666.14,"$2,209,666.14","2021-01-19 00:00:00",4408,"4,408"
"2021-01-20 00:00:00","2021-01-20 00:00:00",1554992.79,"$1,554,992.79","2021-01-20 00:00:00",4189,"4,189"
"2021-01-21 00:00:00","2021-01-21 00:00:00",2345507.47,"$2,345,507.47","2021-01-21 00:00:00",5365,"5,365"
"2021-01-22 00:00:00","2021-01-22 00:00:00",2705918.35,"$2,705,918.35","2021-01-22 00:00:00",5471,"5,471"
"2021-01-23 00:00:00","2021-01-23 00:00:00",3432098.27,"$3,432,098.27","2021-01-23 00:00:00",4501,"4,501"
"2021-01-24 00:00:00","2021-01-24 00:00:00",7310669.8,"$7,310,669.80","2021-01-24 00:00:00",8151,"8,151"
"2021-01-25 00:00:00","2021-01-25 00:00:00",5566314.6,"$5,566,314.60","2021-01-25 00:00:00",7648,"7,648"
"2021-01-26 00:00:00","2021-01-26 00:00:00",3174797.95,"$3,174,797.95","2021-01-26 00:00:00",6831,"6,831"
"2021-01-27 00:00:00","2021-01-27 00:00:00",4198356.86,"$4,198,356.86","2021-01-27 00:00:00",7348,"7,348"
"2021-01-28 00:00:00","2021-01-28 00:00:00",3667812.63,"$3,667,812.63","2021-01-28 00:00:00",6885,"6,885"
"2021-01-29 00:00:00","2021-01-29 00:00:00",1988523.57,"$1,988,523.57","2021-01-29 00:00:00",6016,"6,016"
"2021-01-30 00:00:00","2021-01-30 00:00:00",2724529.16,"$2,724,529.16","2021-01-30 00:00:00",6063,"6,063"
"2021-01-31 00:00:00","2021-01-31 00:00:00",2888057.2,"$2,888,057.20","2021-01-31 00:00:00",5226,"5,226"
"2021-02-01 00:00:00","2021-02-01 00:00:00",4988608.22,"$4,988,608.22","2021-02-01 00:00:00",6007,"6,007"
"2021-02-02 00:00:00","2021-02-02 00:00:00",7416815.19,"$7,416,815.19","2021-02-02 00:00:00",6091,"6,091"
"2021-02-03 00:00:00","2021-02-03 00:00:00",4400832.66,"$4,400,832.66","2021-02-03 00:00:00",5432,"5,432"
"2021-02-04 00:00:00","2021-02-04 00:00:00",4145866.35,"$4,145,866.35","2021-02-04 00:00:00",4561,"4,561"
"2021-02-05 00:00:00","2021-02-05 00:00:00",3322576.43,"$3,322,576.43","2021-02-05 00:00:00",5963,"5,963"
"2021-02-06 00:00:00","2021-02-06 00:00:00",5401007.51,"$5,401,007.51","2021-02-06 00:00:00",7238,"7,238"
"2021-02-07 00:00:00","2021-02-07 00:00:00",3587324.67,"$3,587,324.67","2021-02-07 00:00:00",4506,"4,506"
"2021-02-08 00:00:00","2021-02-08 00:00:00",3793674.85,"$3,793,674.85","2021-02-08 00:00:00",4641,"4,641"
"2021-02-09 00:00:00","2021-02-09 00:00:00",3598154.83,"$3,598,154.83","2021-02-09 00:00:00",4731,"4,731"
"2021-02-10 00:00:00","2021-02-10 00:00:00",3309326.22,"$3,309,326.22","2021-02-10 00:00:00",3672,"3,672"
"2021-02-11 00:00:00","2021-02-11 00:00:00",2239329.76,"$2,239,329.76","2021-02-11 00:00:00",3871,"3,871"
"2021-02-12 00:00:00","2021-02-12 00:00:00",3484886.67,"$3,484,886.67","2021-02-12 00:00:00",4681,"4,681"
"2021-02-13 00:00:00","2021-02-13 00:00:00",5989228.67,"$5,989,228.67","2021-02-13 00:00:00",6552,"6,552"
"2021-02-14 00:00:00","2021-02-14 00:00:00",8448037.72,"$8,448,037.72","2021-02-14 00:00:00",7266,"7,266"
"2021-02-15 00:00:00","2021-02-15 00:00:00",7238901.27,"$7,238,901.27","2021-02-15 00:00:00",7561,"7,561"
"2021-02-16 00:00:00","2021-02-16 00:00:00",12752113.21,"$12,752,113.21","2021-02-16 00:00:00",14711,"14,711"
"2021-02-17 00:00:00","2021-02-17 00:00:00",11958163.62,"$11,958,163.62","2021-02-17 00:00:00",9463,"9,463"
"2021-02-18 00:00:00","2021-02-18 00:00:00",16793275.37,"$16,793,275.37","2021-02-18 00:00:00",16635,"16,635"
"2021-02-19 00:00:00","2021-02-19 00:00:00",27310133.94,"$27,310,133.94","2021-02-19 00:00:00",24472,"24,472"
"2021-02-20 00:00:00","2021-02-20 00:00:00",21616922.87,"$21,616,922.87","2021-02-20 00:00:00",22372,"22,372"
"2021-02-21 00:00:00","2021-02-21 00:00:00",45622885.63,"$45,622,885.63","2021-02-21 00:00:00",28561,"28,561"
"2021-02-22 00:00:00","2021-02-22 00:00:00",55548763.94,"$55,548,763.94","2021-02-22 00:00:00",36857,"36,857"
"2021-02-23 00:00:00","2021-02-23 00:00:00",24504355.07,"$24,504,355.07","2021-02-23 00:00:00",22288,"22,288"
"2021-02-24 00:00:00","2021-02-24 00:00:00",18513517.28,"$18,513,517.28","2021-02-24 00:00:00",18080,"18,080"
"2021-02-25 00:00:00","2021-02-25 00:00:00",10723794.29,"$10,723,794.29","2021-02-25 00:00:00",12052,"12,052"
"2021-02-26 00:00:00","2021-02-26 00:00:00",12425382.78,"$12,425,382.78","2021-02-26 00:00:00",13376,"13,376"
"2021-02-27 00:00:00","2021-02-27 00:00:00",18322271.65,"$18,322,271.65","2021-02-27 00:00:00",17154,"17,154"
"2021-02-28 00:00:00","2021-02-28 00:00:00",16965315.59,"$16,965,315.59","2021-02-28 00:00:00",18118,"18,118"
"2021-03-01 00:00:00","2021-03-01 00:00:00",13964302.25,"$13,964,302.25","2021-03-01 00:00:00",13513,"13,513"
"2021-03-02 00:00:00","2021-03-02 00:00:00",14208890.29,"$14,208,890.29","2021-03-02 00:00:00",14365,"14,365"
"2021-03-03 00:00:00","2021-03-03 00:00:00",16344450.31,"$16,344,450.31","2021-03-03 00:00:00",14729,"14,729"
"2021-03-04 00:00:00","2021-03-04 00:00:00",9896854.72,"$9,896,854.72","2021-03-04 00:00:00",11837,"11,837"
"2021-03-05 00:00:00","2021-03-05 00:00:00",12589802.78,"$12,589,802.78","2021-03-05 00:00:00",13772,"13,772"
"2021-03-06 00:00:00","2021-03-06 00:00:00",10880142.91,"$10,880,142.91","2021-03-06 00:00:00",20846,"20,846"
"2021-03-07 00:00:00","2021-03-07 00:00:00",4228398.52,"$4,228,398.52","2021-03-07 00:00:00",10538,"10,538"
"2021-03-08 00:00:00","2021-03-08 00:00:00",6327820.1,"$6,327,820.10","2021-03-08 00:00:00",11602,"11,602"
"2021-03-09 00:00:00","2021-03-09 00:00:00",18234403.21,"$18,234,403.21","2021-03-09 00:00:00",37722,"37,722"
"2021-03-10 00:00:00","2021-03-10 00:00:00",24179970.29,"$24,179,970.29","2021-03-10 00:00:00",23905,"23,905"
"2021-03-11 00:00:00","2021-03-11 00:00:00",26101859.58,"$26,101,859.58","2021-03-11 00:00:00",20025,"20,025"
"2021-03-12 00:00:00","2021-03-12 00:00:00",15249775.23,"$15,249,775.23","2021-03-12 00:00:00",15151,"15,151"
"2021-03-13 00:00:00","2021-03-13 00:00:00",15083177.51,"$15,083,177.51","2021-03-13 00:00:00",24811,"24,811"
"2021-03-14 00:00:00","2021-03-14 00:00:00",13261799.09,"$13,261,799.09","2021-03-14 00:00:00",17317,"17,317"
"2021-03-15 00:00:00","2021-03-15 00:00:00",11299048.02,"$11,299,048.02","2021-03-15 00:00:00",19663,"19,663"
"2021-03-16 00:00:00","2021-03-16 00:00:00",14325846.34,"$14,325,846.34","2021-03-16 00:00:00",21625,"21,625"
"2021-03-17 00:00:00","2021-03-17 00:00:00",11891818.07,"$11,891,818.07","2021-03-17 00:00:00",20439,"20,439"
"2021-03-18 00:00:00","2021-03-18 00:00:00",12563845.55,"$12,563,845.55","2021-03-18 00:00:00",66708,"66,708"
"2021-03-19 00:00:00","2021-03-19 00:00:00",14712844.43,"$14,712,844.43","2021-03-19 00:00:00",32961,"32,961"
"2021-03-20 00:00:00","2021-03-20 00:00:00",12181221.1,"$12,181,221.10","2021-03-20 00:00:00",18686,"18,686"
"2021-03-21 00:00:00","2021-03-21 00:00:00",14089699.88,"$14,089,699.88","2021-03-21 00:00:00",19645,"19,645"
"2021-03-22 00:00:00","2021-03-22 00:00:00",10037422.2,"$10,037,422.20","2021-03-22 00:00:00",25286,"25,286"
"2021-03-23 00:00:00","2021-03-23 00:00:00",11218612.49,"$11,218,612.49","2021-03-23 00:00:00",26274,"26,274"
"2021-03-24 00:00:00","2021-03-24 00:00:00",14095618.09,"$14,095,618.09","2021-03-24 00:00:00",24881,"24,881"
"2021-03-25 00:00:00","2021-03-25 00:00:00",10939976.38,"$10,939,976.38","2021-03-25 00:00:00",22658,"22,658"
"2021-03-26 00:00:00","2021-03-26 00:00:00",8707769.16,"$8,707,769.16","2021-03-26 00:00:00",17379,"17,379"
"2021-03-27 00:00:00","2021-03-27 00:00:00",7626850.87,"$7,626,850.87","2021-03-27 00:00:00",13549,"13,549"
"2021-03-28 00:00:00","2021-03-28 00:00:00",7321951.97,"$7,321,951.97","2021-03-28 00:00:00",12937,"12,937"
"2021-03-29 00:00:00","2021-03-29 00:00:00",8949221.32,"$8,949,221.32","2021-03-29 00:00:00",17912,"17,912"
"2021-03-30 00:00:00","2021-03-30 00:00:00",10949291.33,"$10,949,291.33","2021-03-30 00:00:00",17643,"17,643"
"2021-03-31 00:00:00","2021-03-31 00:00:00",6323375.24,"$6,323,375.24","2021-03-31 00:00:00",13285,"13,285"
"2021-04-01 00:00:00","2021-04-01 00:00:00",7070923.04,"$7,070,923.04","2021-04-01 00:00:00",16293,"16,293"
"2021-04-02 00:00:00","2021-04-02 00:00:00",5428405.19,"$5,428,405.19","2021-04-02 00:00:00",12092,"12,092"
"2021-04-03 00:00:00","2021-04-03 00:00:00",6247997.68,"$6,247,997.68","2021-04-03 00:00:00",11743,"11,743"
"2021-04-04 00:00:00","2021-04-04 00:00:00",6509295.75,"$6,509,295.75","2021-04-04 00:00:00",11221,"11,221"
"2021-04-05 00:00:00","2021-04-05 00:00:00",8306690.51,"$8,306,690.51","2021-04-05 00:00:00",13478,"13,478"
"2021-04-06 00:00:00","2021-04-06 00:00:00",6188122.67,"$6,188,122.67","2021-04-06 00:00:00",12723,"12,723"
"2021-04-07 00:00:00","2021-04-07 00:00:00",3334377.42,"$3,334,377.42","2021-04-07 00:00:00",7307,"7,307"
"2021-04-08 00:00:00","2021-04-08 00:00:00",16607099.25,"$16,607,099.25","2021-04-08 00:00:00",14237,"14,237"
"2021-04-09 00:00:00","2021-04-09 00:00:00",7978038.27,"$7,978,038.27","2021-04-09 00:00:00",13587,"13,587"
"2021-04-10 00:00:00","2021-04-10 00:00:00",13723557.21,"$13,723,557.21","2021-04-10 00:00:00",21722,"21,722"
"2021-04-11 00:00:00","2021-04-11 00:00:00",20203096.39,"$20,203,096.39","2021-04-11 00:00:00",26739,"26,739"
"2021-04-12 00:00:00","2021-04-12 00:00:00",12643913.72,"$12,643,913.72","2021-04-12 00:00:00",29679,"29,679"
"2021-04-13 00:00:00","2021-04-13 00:00:00",12813978.02,"$12,813,978.02","2021-04-13 00:00:00",30217,"30,217"
"2021-04-14 00:00:00","2021-04-14 00:00:00",9516386.69,"$9,516,386.69","2021-04-14 00:00:00",25868,"25,868"
"2021-04-15 00:00:00","2021-04-15 00:00:00",10242637.81,"$10,242,637.81","2021-04-15 00:00:00",36664,"36,664"
"2021-04-16 00:00:00","2021-04-16 00:00:00",7998008.81,"$7,998,008.81","2021-04-16 00:00:00",32494,"32,494"
"2021-04-17 00:00:00","2021-04-17 00:00:00",7748604.79,"$7,748,604.79","2021-04-17 00:00:00",24673,"24,673"
"2021-04-18 00:00:00","2021-04-18 00:00:00",6898255.47,"$6,898,255.47","2021-04-18 00:00:00",22564,"22,564"
"2021-04-19 00:00:00","2021-04-19 00:00:00",7993390.08,"$7,993,390.08","2021-04-19 00:00:00",23333,"23,333"
"2021-04-20 00:00:00","2021-04-20 00:00:00",7381754.56,"$7,381,754.56","2021-04-20 00:00:00",21259,"21,259"
"2021-04-21 00:00:00","2021-04-21 00:00:00",7425238.5,"$7,425,238.50","2021-04-21 00:00:00",33614,"33,614"
"2021-04-22 00:00:00","2021-04-22 00:00:00",8908462.8,"$8,908,462.80","2021-04-22 00:00:00",39255,"39,255"
"2021-04-23 00:00:00","2021-04-23 00:00:00",8213623.03,"$8,213,623.03","2021-04-23 00:00:00",33040,"33,040"
"2021-04-24 00:00:00","2021-04-24 00:00:00",6045740.95,"$6,045,740.95","2021-04-24 00:00:00",26457,"26,457"
"2021-04-25 00:00:00","2021-04-25 00:00:00",5128411.25,"$5,128,411.25","2021-04-25 00:00:00",24540,"24,540"
"2021-04-26 00:00:00","2021-04-26 00:00:00",6460421.84,"$6,460,421.84","2021-04-26 00:00:00",29264,"29,264"
"2021-04-27 00:00:00","2021-04-27 00:00:00",11397159.25,"$11,397,159.25","2021-04-27 00:00:00",32573,"32,573"
"2021-04-28 00:00:00","2021-04-28 00:00:00",6147114.24,"$6,147,114.24","2021-04-28 00:00:00",25444,"25,444"
"2021-04-29 00:00:00","2021-04-29 00:00:00",9133622.72,"$9,133,622.72","2021-04-29 00:00:00",43128,"43,128"
"2021-04-30 00:00:00","2021-04-30 00:00:00",7987440.31,"$7,987,440.31","2021-04-30 00:00:00",38149,"38,149"
"2021-05-01 00:00:00","2021-05-01 00:00:00",11434697.5,"$11,434,697.50","2021-05-01 00:00:00",27384,"27,384"
"2021-05-02 00:00:00","2021-05-02 00:00:00",11548835.13,"$11,548,835.13","2021-05-02 00:00:00",30911,"30,911"
"2021-05-03 00:00:00","2021-05-03 00:00:00",113404891.7,"$113,404,891.70","2021-05-03 00:00:00",40051,"40,051"
"2021-05-04 00:00:00","2021-05-04 00:00:00",31670935.18,"$31,670,935.18","2021-05-04 00:00:00",43717,"43,717"
"2021-05-05 00:00:00","2021-05-05 00:00:00",15154245.53,"$15,154,245.53","2021-05-05 00:00:00",33032,"33,032"
"2021-05-06 00:00:00","2021-05-06 00:00:00",10581757.72,"$10,581,757.72","2021-05-06 00:00:00",28572,"28,572"
"2021-05-07 00:00:00","2021-05-07 00:00:00",11416516.88,"$11,416,516.88","2021-05-07 00:00:00",31021,"31,021"
"2021-05-08 00:00:00","2021-05-08 00:00:00",15178221.42,"$15,178,221.42","2021-05-08 00:00:00",27949,"27,949"
"2021-05-09 00:00:00","2021-05-09 00:00:00",13367970.17,"$13,367,970.17","2021-05-09 00:00:00",32144,"32,144"
"2021-05-10 00:00:00","2021-05-10 00:00:00",10855257.69,"$10,855,257.69","2021-05-10 00:00:00",32600,"32,600"
"2021-05-11 00:00:00","2021-05-11 00:00:00",17936318.72,"$17,936,318.72","2021-05-11 00:00:00",29041,"29,041"
"2021-05-12 00:00:00","2021-05-12 00:00:00",22922685.1,"$22,922,685.10","2021-05-12 00:00:00",28284,"28,284"
"2021-05-13 00:00:00","2021-05-13 00:00:00",17057330.76,"$17,057,330.76","2021-05-13 00:00:00",24881,"24,881"
"2021-05-14 00:00:00","2021-05-14 00:00:00",12711655.04,"$12,711,655.04","2021-05-14 00:00:00",28634,"28,634"
"2021-05-15 00:00:00","2021-05-15 00:00:00",9717635,"$9,717,635.00","2021-05-15 00:00:00",23865,"23,865"
"2021-05-16 00:00:00","2021-05-16 00:00:00",9175158.92,"$9,175,158.92","2021-05-16 00:00:00",20550,"20,550"
"2021-05-17 00:00:00","2021-05-17 00:00:00",6705074.84,"$6,705,074.84","2021-05-17 00:00:00",20971,"20,971"
"2021-05-18 00:00:00","2021-05-18 00:00:00",7809760,"$7,809,760.00","2021-05-18 00:00:00",21771,"21,771"
"2021-05-19 00:00:00","2021-05-19 00:00:00",5074746.19,"$5,074,746.19","2021-05-19 00:00:00",18961,"18,961"
"2021-05-20 00:00:00","2021-05-20 00:00:00",6341310.84,"$6,341,310.84","2021-05-20 00:00:00",24472,"24,472"
"2021-05-21 00:00:00","2021-05-21 00:00:00",6334338.2,"$6,334,338.20","2021-05-21 00:00:00",30701,"30,701"
"2021-05-22 00:00:00","2021-05-22 00:00:00",9724619.27,"$9,724,619.27","2021-05-22 00:00:00",26004,"26,004"
"2021-05-23 00:00:00","2021-05-23 00:00:00",5419437.48,"$5,419,437.48","2021-05-23 00:00:00",18345,"18,345"
"2021-05-24 00:00:00","2021-05-24 00:00:00",7274775.97,"$7,274,775.97","2021-05-24 00:00:00",18636,"18,636"
"2021-05-25 00:00:00","2021-05-25 00:00:00",6684045.05,"$6,684,045.05","2021-05-25 00:00:00",19209,"19,209"
"2021-05-26 00:00:00","2021-05-26 00:00:00",6016387.2,"$6,016,387.20","2021-05-26 00:00:00",19044,"19,044"
"2021-05-27 00:00:00","2021-05-27 00:00:00",8834424.19,"$8,834,424.19","2021-05-27 00:00:00",21304,"21,304"
"2021-05-28 00:00:00","2021-05-28 00:00:00",7531867.4,"$7,531,867.40","2021-05-28 00:00:00",19909,"19,909"
"2021-05-29 00:00:00","2021-05-29 00:00:00",6381595.41,"$6,381,595.41","2021-05-29 00:00:00",16515,"16,515"
"2021-05-30 00:00:00","2021-05-30 00:00:00",7301484.24,"$7,301,484.24","2021-05-30 00:00:00",15605,"15,605"
"2021-05-31 00:00:00","2021-05-31 00:00:00",6958281.15,"$6,958,281.15","2021-05-31 00:00:00",16626,"16,626"
"2021-06-01 00:00:00","2021-06-01 00:00:00",9289126.17,"$9,289,126.17","2021-06-01 00:00:00",17188,"17,188"
"2021-06-02 00:00:00","2021-06-02 00:00:00",7215261.95,"$7,215,261.95","2021-06-02 00:00:00",15869,"15,869"
"2021-06-03 00:00:00","2021-06-03 00:00:00",7235102.25,"$7,235,102.25","2021-06-03 00:00:00",17810,"17,810"
"2021-06-04 00:00:00","2021-06-04 00:00:00",7975133.93,"$7,975,133.93","2021-06-04 00:00:00",19478,"19,478"
"2021-06-05 00:00:00","2021-06-05 00:00:00",7979905.82,"$7,979,905.82","2021-06-05 00:00:00",16939,"16,939"
"2021-06-06 00:00:00","2021-06-06 00:00:00",8623970.06,"$8,623,970.06","2021-06-06 00:00:00",17469,"17,469"
"2021-06-07 00:00:00","2021-06-07 00:00:00",10101244.21,"$10,101,244.21","2021-06-07 00:00:00",18490,"18,490"
"2021-06-08 00:00:00","2021-06-08 00:00:00",8791754.57,"$8,791,754.57","2021-06-08 00:00:00",17222,"17,222"
"2021-06-09 00:00:00","2021-06-09 00:00:00",7275943.64,"$7,275,943.64","2021-06-09 00:00:00",15426,"15,426"
"2021-06-10 00:00:00","2021-06-10 00:00:00",9748613.01,"$9,748,613.01","2021-06-10 00:00:00",18091,"18,091"
"2021-06-11 00:00:00","2021-06-11 00:00:00",11764537.14,"$11,764,537.14","2021-06-11 00:00:00",31016,"31,016"
"2021-06-12 00:00:00","2021-06-12 00:00:00",8827933.23,"$8,827,933.23","2021-06-12 00:00:00",24036,"24,036"
"2021-06-13 00:00:00","2021-06-13 00:00:00",8010590.3,"$8,010,590.30","2021-06-13 00:00:00",20456,"20,456"
"2021-06-14 00:00:00","2021-06-14 00:00:00",9306993.52,"$9,306,993.52","2021-06-14 00:00:00",26799,"26,799"
"2021-06-15 00:00:00","2021-06-15 00:00:00",10906055.64,"$10,906,055.64","2021-06-15 00:00:00",23547,"23,547"
"2021-06-16 00:00:00","2021-06-16 00:00:00",9947545.05,"$9,947,545.05","2021-06-16 00:00:00",20486,"20,486"
"2021-06-17 00:00:00","2021-06-17 00:00:00",10457415.1,"$10,457,415.10","2021-06-17 00:00:00",22499,"22,499"
"2021-06-18 00:00:00","2021-06-18 00:00:00",12496094.75,"$12,496,094.75","2021-06-18 00:00:00",23793,"23,793"
"2021-06-19 00:00:00","2021-06-19 00:00:00",12523366.08,"$12,523,366.08","2021-06-19 00:00:00",21036,"21,036"
"2021-06-20 00:00:00","2021-06-20 00:00:00",17701028.46,"$17,701,028.46","2021-06-20 00:00:00",20889,"20,889"
"2021-06-21 00:00:00","2021-06-21 00:00:00",15729656.25,"$15,729,656.25","2021-06-21 00:00:00",23832,"23,832"
"2021-06-22 00:00:00","2021-06-22 00:00:00",10688979.1,"$10,688,979.10","2021-06-22 00:00:00",26649,"26,649"
"2021-06-23 00:00:00","2021-06-23 00:00:00",9880009.37,"$9,880,009.37","2021-06-23 00:00:00",24576,"24,576"
"2021-06-24 00:00:00","2021-06-24 00:00:00",10973977.13,"$10,973,977.13","2021-06-24 00:00:00",27743,"27,743"
"2021-06-25 00:00:00","2021-06-25 00:00:00",16503311.6,"$16,503,311.60","2021-06-25 00:00:00",32047,"32,047"
"2021-06-26 00:00:00","2021-06-26 00:00:00",13355949.22,"$13,355,949.22","2021-06-26 00:00:00",30549,"30,549"
"2021-06-27 00:00:00","2021-06-27 00:00:00",14228578.32,"$14,228,578.32","2021-06-27 00:00:00",26526,"26,526"
"2021-06-28 00:00:00","2021-06-28 00:00:00",14660155.4,"$14,660,155.40","2021-06-28 00:00:00",23955,"23,955"
"2021-06-29 00:00:00","2021-06-29 00:00:00",15797787.4,"$15,797,787.40","2021-06-29 00:00:00",31185,"31,185"
"2021-06-30 00:00:00","2021-06-30 00:00:00",16902564.32,"$16,902,564.32","2021-06-30 00:00:00",30794,"30,794"
"2021-07-01 00:00:00","2021-07-01 00:00:00",14852491.53,"$14,852,491.53","2021-07-01 00:00:00",26189,"26,189"
"2021-07-02 00:00:00","2021-07-02 00:00:00",19060635.93,"$19,060,635.93","2021-07-02 00:00:00",29365,"29,365"
"2021-07-03 00:00:00","2021-07-03 00:00:00",19451153.1,"$19,451,153.10","2021-07-03 00:00:00",26373,"26,373"
"2021-07-04 00:00:00","2021-07-04 00:00:00",23994525.34,"$23,994,525.34","2021-07-04 00:00:00",26698,"26,698"
"2021-07-05 00:00:00","2021-07-05 00:00:00",23784832.27,"$23,784,832.27","2021-07-05 00:00:00",27973,"27,973"
"2021-07-06 00:00:00","2021-07-06 00:00:00",26086786.96,"$26,086,786.96","2021-07-06 00:00:00",31028,"31,028"
"2021-07-07 00:00:00","2021-07-07 00:00:00",31967500.14,"$31,967,500.14","2021-07-07 00:00:00",38984,"38,984"
"2021-07-08 00:00:00","2021-07-08 00:00:00",28745517.77,"$28,745,517.77","2021-07-08 00:00:00",35656,"35,656"
"2021-07-09 00:00:00","2021-07-09 00:00:00",36096971.3,"$36,096,971.30","2021-07-09 00:00:00",42316,"42,316"
"2021-07-10 00:00:00","2021-07-10 00:00:00",34212802.62,"$34,212,802.62","2021-07-10 00:00:00",37002,"37,002"
"2021-07-11 00:00:00","2021-07-11 00:00:00",33135065.33,"$33,135,065.33","2021-07-11 00:00:00",35698,"35,698"
"2021-07-12 00:00:00","2021-07-12 00:00:00",41546168.52,"$41,546,168.52","2021-07-12 00:00:00",39915,"39,915"
"2021-07-13 00:00:00","2021-07-13 00:00:00",33251597.97,"$33,251,597.97","2021-07-13 00:00:00",38209,"38,209"
"2021-07-14 00:00:00","2021-07-14 00:00:00",48892966.01,"$48,892,966.01","2021-07-14 00:00:00",43775,"43,775"
"2021-07-15 00:00:00","2021-07-15 00:00:00",43439447.75,"$43,439,447.75","2021-07-15 00:00:00",41531,"41,531"
"2021-07-16 00:00:00","2021-07-16 00:00:00",40717813.5,"$40,717,813.50","2021-07-16 00:00:00",38745,"38,745"
"2021-07-17 00:00:00","2021-07-17 00:00:00",35316241.39,"$35,316,241.39","2021-07-17 00:00:00",34953,"34,953"
"2021-07-18 00:00:00","2021-07-18 00:00:00",27304277.31,"$27,304,277.31","2021-07-18 00:00:00",32850,"32,850"
"2021-07-19 00:00:00","2021-07-19 00:00:00",27886243.42,"$27,886,243.42","2021-07-19 00:00:00",30074,"30,074"
"2021-07-20 00:00:00","2021-07-20 00:00:00",26922648.95,"$26,922,648.95","2021-07-20 00:00:00",35605,"35,605"
"2021-07-21 00:00:00","2021-07-21 00:00:00",24777388.35,"$24,777,388.35","2021-07-21 00:00:00",31928,"31,928"
"2021-07-22 00:00:00","2021-07-22 00:00:00",30140630.81,"$30,140,630.81","2021-07-22 00:00:00",39252,"39,252"
"2021-07-23 00:00:00","2021-07-23 00:00:00",37361059.37,"$37,361,059.37","2021-07-23 00:00:00",41263,"41,263"
"2021-07-24 00:00:00","2021-07-24 00:00:00",36184363.6,"$36,184,363.60","2021-07-24 00:00:00",34911,"34,911"
"2021-07-25 00:00:00","2021-07-25 00:00:00",37233527.25,"$37,233,527.25","2021-07-25 00:00:00",33693,"33,693"
"2021-07-26 00:00:00","2021-07-26 00:00:00",37065547.39,"$37,065,547.39","2021-07-26 00:00:00",31457,"31,457"
