id,mining_profitability,date,block_size,median_transaction_size,transactions,top_100_percent,confirmation_time,fee_reward,hashrate,median_transaction_value,tweets,sent_addresses,google_trends,send_usd,market_cap,av_transaction_size,active_addresses,av_transaction_value,difficulty,full_name,coin
575,,2017/02/24,1778,0.00605,54081,,,0.129,10300750497953,11.487,3159,10657,0.975,66698955,1161656051,,29119,1233,1.4024420459593E+14,ethereum,eth
576,,2017/02/25,1761,0.00679,53245,,,0.138,10612939587663,7.666,2565,10034,0.975,42471044,1188000033,,27288,797.653,1.4292179559439E+14,ethereum,eth
577,,2017/02/26,1713,0.0063,51716,,,0.121,11038763955106,13.582,2853,10191,1.277,52817042,1225067508,,27367,1021,1.4740311778642E+14,ethereum,eth
578,,2017/02/27,1819,0.00673,52642,,,0.141,11078623264907,14.661,3660,11217,1.614,133883632,1308690615,,29497,2543,1.5076313553536E+14,ethereum,eth
579,,2017/02/28,1935,0.00719,60277,,,0.156,11579003227419,15.684,4700,13620,3.089,177380110,1400401547,,34232,2943,1.5453129815878E+14,ethereum,eth
580,,2017/03/01,2235,0.00729,59774,,,0.163,11192778816831,15.89,3865,14269,2.045,187417489,1419867188,,34972,3135,1.526096458407E+14,ethereum,eth
581,,2017/03/02,2209,0.00798,70779,,,0.169,11370841358481,18.073,3593,21546,2.912,313141135,1615428927,,43645,4424,1.5275043775672E+14,ethereum,eth
582,,2017/03/03,2084,0.00831,64294,,,0.145,11790130545656,19.758,2841,16118,2.912,324944285,1763363060,,38455,5054,1.6021826250382E+14,ethereum,eth
583,,2017/03/04,1860,0.00887,58756,,,0.133,11641557927748,19.398,4207,14069,1.913,207275781,1735144561,,34785,3528,1.5869620266152E+14,ethereum,eth
584,,2017/03/05,1821,0.0084,57031,,,0.134,12169536312718,18.812,2265,13730,1.924,172499655,1685073972,,33275,3025,1.6395707061567E+14,ethereum,eth
585,,2017/03/06,1808,0.00884,57020,,,0.13,12201281755910,19.49,3238,13793,2.045,298434780,1743993441,,35162,5234,1.6636475687147E+14,ethereum,eth
586,,2017/03/07,1963,0.00877,62589,,,0.138,12126214131965,9.576,2307,12556,1.855,198233562,1711605536,,32277,3167,1.6593278617002E+14,ethereum,eth
587,,2017/03/08,1800,0.00755,55386,,,0.126,12565722668665,17.922,2416,12871,1.746,201586452,1604418753,,32874,3640,1.7054835345905E+14,ethereum,eth
588,,2017/03/09,2403,0.00791,64266,,,0.158,12593048536828,9.249,2981,14958,1.7,256766593,1546828645,,36933,3995,1.7389350162098E+14,ethereum,eth
589,,2017/03/10,2190,0.00784,65126,,,0.169,12622672673823,18.163,4173,16030,1.7,245421903,1627857239,,36304,3768,1.7294602090521E+14,ethereum,eth
590,,2017/03/11,2014,0.00833,64803,,,0.15,12870787395445,19.765,3670,14851,1.723,314715562,1772954473,,37458,4856,1.7515096485488E+14,ethereum,eth
591,,2017/03/12,2043,0.00936,66646,,,0.153,12911525663913,22.29,4090,16979,2.424,537729726,1998717292,,40651,8068,1.7774490136197E+14,ethereum,eth
592,,2017/03/13,2452,0.012,81718,,,0.234,13436176110758,27.218,5321,23209,4.527,511549233,2436265992,,53372,6260,1.8023456388608E+14,ethereum,eth
593,,2017/03/14,2433,0.0126,77155,,,0.232,13253974171555,28.382,4659,19439,3.125,223714057,2548797159,,46078,2900,1.7984486867651E+14,ethereum,eth
594,,2017/03/15,2456,0.0128,81205,,,0.199,13629941371841,30.212,4888,20112,3.423,237423226,2712726644,,48251,2924,1.841318379096E+14,ethereum,eth
595,,2017/03/16,3071,0.0175,109950,,,0.263,13792475423742,40.418,5545,29444,6.742,1273831696,3621466082,,68136,11586,1.8585448249922E+14,ethereum,eth
596,,2017/03/17,2880,0.0199,106635,,,0.259,14519820538547,46.275,4902,28826,7.11,739132398,4127140370,,66865,6931,1.9281018159665E+14,ethereum,eth
597,,2017/03/18,2513,0.0165,89920,,,0.187,14696883239651,39.164,5211,23897,4.728,919974698,3511292652,,55112,10231,1.9760056382007E+14,ethereum,eth
598,,2017/03/19,2396,0.0172,84599,,,0.18,13914394691333,39.421,3449,20170,3.446,205846216,3548886106,,48212,2433,1.9086706270212E+14,ethereum,eth
599,,2017/03/20,2316,0.0183,80264,,,0.175,14862975859188,43.436,5631,20419,3.985,286377325,3904993701,,49384,3568,1.9940845594815E+14,ethereum,eth
600,,2017/03/21,2507,0.0181,84298,,,0.201,14561766877646,40.087,5091,20609,3.578,564047998,3863749601,,49690,6691,1.996309544215E+14,ethereum,eth
601,,2017/03/22,2368,0.0174,78821,,,0.187,14911469979000,41.254,2852,18964,3.516,471945098,3716411000,,46546,5988,2.0163247816642E+14,ethereum,eth
602,,2017/03/23,2513,0.0184,82434,,,0.191,15425886961445,25.395,3089,18984,3.067,483660024,3754638988,,46273,5867,2.1087937931599E+14,ethereum,eth
603,,2017/03/24,2557,0.0194,87775,,,0.214,15334129933486,46.269,3773,23576,3.671,736046387,4156261320,,54703,8386,2.1099964675984E+14,ethereum,eth
604,,2017/03/25,2428,0.0213,84394,,,0.182,15438555150946,50.565,3030,21673,3.745,612159009,4555794660,,50818,7254,2.1120475217651E+14,ethereum,eth
605,,2017/03/26,2375,0.0223,79534,,,0.182,16222645176266,29.287,2745,18709,3.067,485004118,4548752396,,45445,6098,2.2117491228208E+14,ethereum,eth
606,,2017/03/27,2896,0.0233,94549,,,0.244,16892212352617,13.987,3655,21781,3.28,556294095,4554362221,,50455,5884,2.316571967916E+14,ethereum,eth
607,,2017/03/28,2543,0.0223,84348,,,0.204,16458794418227,26.669,6384,20434,3.21,548980935,4496866419,,48795,6509,2.2954864983616E+14,ethereum,eth
608,,2017/03/29,2744,0.024,93064,,,0.216,17141183652411,22.573,5187,20753,3.09,693586381,4714072171,,50398,7453,2.3297994481262E+14,ethereum,eth
609,,2017/03/30,2853,0.0226,96209,,,0.224,17183397785954,32.582,5085,25204,2.803,911398144,4765425757,,60391,9473,2.3698247545829E+14,ethereum,eth
610,,2017/03/31,2949,0.0211,103102,,,0.241,17642576203344,38.512,3084,30937,2.827,737111043,4534721584,,67506,7149,240138785731439,ethereum,eth
611,,2017/04/01,2403,0.0218,80572,,,0.181,17341834914855,25.183,3314,20449,2.24,484893193,4539108736,,47096,6018,2.3904835991216E+14,ethereum,eth
612,,2017/04/02,2669,0.0219,88948,,,0.212,17320601567507,49.814,3232,23267,2.131,756184654,4501220532,,54234,8501,2.4203739967902E+14,ethereum,eth
613,,2017/04/03,2788,0.0192,100221,,,0.234,16563173217425,45.646,3608,29661,3.034,776360680,4122868853,,64879,7746,2.25777719719E+14,ethereum,eth
614,,2017/04/04,2518,0.0189,86279,,,0.204,17592069988088,43.079,4682,22527,2.913,367295021,3936012291,,53362,4257,2.4058816576257E+14,ethereum,eth
615,,2017/04/05,2558,0.0206,87411,,,0.213,18094393499611,42.544,4248,23591,2.696,559514255,4153265068,,53418,6401,2.462794647322E+14,ethereum,eth
616,,2017/04/06,2799,0.0186,95177,,,0.233,17966797013807,44.206,4721,26864,2.456,765053241,4001199387,,62853,8038,2.4861932750594E+14,ethereum,eth
617,,2017/04/07,2776,0.0214,92846,,,0.227,18252581031231,10.252,4161,19736,2.022,221075546,3891692511,,49165,2381,2.4957461756998E+14,ethereum,eth
618,,2017/04/08,2249,0.0188,72144,,,0.165,18343845646431,23.316,4486,17676,1.902,300924297,4027424217,,43461,4171,2.5248480772522E+14,ethereum,eth
619,,2017/04/09,2358,0.02,74557,,,0.183,18006639650478,16.411,4161,16166,1.902,297049031,3963804541,,41855,3984,2.5317509994121E+14,ethereum,eth
620,,2017/04/10,2460,0.0191,75487,,,0.204,18072135432281,27.081,4599,19423,2.022,373194399,3927784976,,46285,4944,255973416950689,ethereum,eth
621,,2017/04/11,2377,0.0193,75891,,,0.189,18670212999138,21.443,4450,18808,2.022,374042551,3969463236,,45158,4929,2.6103695577306E+14,ethereum,eth
622,,2017/04/12,2697,0.0203,80347,,,0.259,18558538230555,21.89,5287,20161,2.131,351492872,4006978733,,48582,4375,2.6094204485142E+14,ethereum,eth
623,,2017/04/13,2589,0.0214,84124,,,0.198,18202235778270,24.623,5045,21678,2.805,285403374,4406149254,,51074,3393,2.5480615490149E+14,ethereum,eth
624,,2017/04/14,2451,0.022,81155,,,0.198,19836962402149,20.875,4085,19803,2.24,343322704,4356930014,,49082,4230,2.7157549221601E+14,ethereum,eth
625,,2017/04/15,2348,0.0212,74820,,,0.188,19258952698128,19.239,3791,18411,2.022,170808062,4355526188,,45781,2283,2.7239747154856E+14,ethereum,eth
626,,2017/04/16,2220,0.0223,70634,,,0.176,19594368968029,14.568,3516,15288,2.022,87368283,4408207687,,39803,1237,2.7258132941286E+14,ethereum,eth
627,,2017/04/17,2309,0.0221,72546,,,0.192,19889026965111,24.417,5209,16721,2.022,115754938,4383996948,,42930,1596,275532146092829,ethereum,eth
628,,2017/04/18,2603,0.0227,83303,,,0.235,20298692148239,24.737,4328,19892,2.36,421938710,4494177637,,50741,5065,2.8274002997455E+14,ethereum,eth
629,,2017/04/19,2664,0.0234,85734,,,0.258,20079153889145,25.195,3578,20316,2.131,488506870,4580833250,,50936,5698,2.887509520236E+14,ethereum,eth
630,,2017/04/20,2581,0.0225,85450,,,0.23,20288754675160,16.348,4579,21016,2.251,539440270,4452581244,,54428,6313,2.8397210482426E+14,ethereum,eth
631,,2017/04/21,2691,0.0236,81278,,,0.295,20804783410412,14.996,5261,18218,2.131,382578373,4485982956,,45639,4707,2.9082299818745E+14,ethereum,eth
632,,2017/04/22,2429,0.0225,73539,,,0.243,20900639480556,24.057,3425,17112,1.902,339538424,4444898186,,44199,4617,2.9711134784625E+14,ethereum,eth
633,,2017/04/23,2393,0.0224,77073,,,0.208,21389227083454,21.019,4878,17448,1.902,341664873,4440499832,,45794,4433,2.9845123979907E+14,ethereum,eth
634,,2017/04/24,2553,0.023,80531,,,0.239,20668784361415,35.095,5366,20726,2.576,429496283,4563457031,,51100,5333,2.9521152266163E+14,ethereum,eth
635,,2017/04/25,2803,0.023,93033,,,0.249,21580963790187,12.296,5161,19908,2.24,394040777,4565068660,,49806,4235,2.9830805671768E+14,ethereum,eth
636,,2017/04/26,2724,0.0218,89642,,,0.248,21293433595605,21.161,5897,20665,3.359,580570987,4734140309,,57181,6477,3.0893076666809E+14,ethereum,eth
637,,2017/04/27,3095,0.0254,104494,,,0.289,21615736970064,17.662,7181,29736,4.25,879806856,5251623701,,69963,8420,3.1369564558852E+14,ethereum,eth
638,,2017/04/28,3178,0.0304,106193,,,0.26,22953067545661,28.496,6870,26253,5.165,963431589,6045723377,,62433,9072,328632682258865,ethereum,eth
639,,2017/04/29,2793,0.0309,91335,,,0.234,23466987418261,35.01,4984,22754,4.912,982452918,6383796926,,58088,10757,342092419789233,ethereum,eth
640,,2017/04/30,3064,0.0321,95202,,,0.262,22938986695269,39.364,5280,25037,4.936,1165690660,6588843357,,61208,12244,3.3258375233735E+14,ethereum,eth
641,,2017/05/01,3544,0.0365,112202,,,0.349,23204421241332,39.575,6340,28430,7.504,1927297270,7197662117,,71512,17177,3.3617305913043E+14,ethereum,eth
642,,2017/05/02,3461,0.0353,110354,,,0.37,23246153355565,38.615,6970,28032,5.321,1556740693,7003993163,,68327,14107,3.3519997219866E+14,ethereum,eth
643,,2017/05/03,3028,0.0341,97334,,,0.255,23613726543062,38.693,6506,23952,4.961,1745833640,7064303919,,61290,17937,3.3947934881469E+14,ethereum,eth
644,,2017/05/04,3351,0.0375,114877,,,0.306,23268341687478,48.001,6535,30710,7.017,1948482221,7761331425,,77131,16961,3.3642064831947E+14,ethereum,eth
645,,2017/05/05,3171,0.0407,108514,,,0.276,24464896023967,92.199,6735,30332,7.197,2147155450,8423159608,,75199,19787,3.4978839385431E+14,ethereum,eth
646,,2017/05/06,2934,0.0388,95014,,,0.276,24414531910224,64.463,4174,25424,4.961,1407179619,8292289631,,63450,14810,349259962790711,ethereum,eth
647,,2017/05/07,3322,0.0408,106631,,,0.343,24861102254737,76.732,5567,29273,4.961,1840922099,8463628417,,72097,17264,3.5359323617774E+14,ethereum,eth
648,,2017/05/08,3409,0.0373,117509,,,0.316,24481903267426,88.45,5368,36709,5.809,1722860313,8087462962,,83096,14662,3.5382837275123E+14,ethereum,eth
649,,2017/05/09,3376,0.0369,112933,,,0.348,25605313998653,83.588,5336,32256,5.989,1631619247,7645436135,,77300,14448,3.6556965817993E+14,ethereum,eth
650,,2017/05/10,3227,0.0383,109673,,,0.344,25350224219782,55.592,5235,29323,4.961,1620241407,7945578573,,73692,14773,363678633592458,ethereum,eth
651,,2017/05/11,3352,0.0383,117189,,,0.358,25795186438819,34.286,4587,31967,4.6,1986124517,7957188507,,79416,16948,3.6926172630412E+14,ethereum,eth
652,,2017/05/12,3154,0.04,107241,,,0.354,26695341935412,47.166,5607,29061,4.6,1594663992,8055156902,,70272,14870,3.7925062229343E+14,ethereum,eth
653,,2017/05/13,3065,0.0395,101332,,,0.355,26051389681105,32.371,5044,24739,3.752,1148797089,7844904168,,62004,11337,3.7849108479744E+14,ethereum,eth
654,,2017/05/14,3140,0.0399,101348,,,0.366,26883364411734,38.792,3910,26087,3.932,1102468367,8052647791,,67031,10878,4.0477857299201E+14,ethereum,eth
655,,2017/05/15,3831,0.0414,122792,,,0.449,27814805765594,24.136,3769,32247,4.113,1521338244,8214405827,,77691,12390,4.1404774574902E+14,ethereum,eth
656,,2017/05/16,3644,0.0404,116341,,,0.462,28229905680239,52.13,4129,32063,3.932,1918120807,8084718646,,77298,16487,4.1707961583291E+14,ethereum,eth
657,,2017/05/17,4305,0.043,140135,,,0.744,26763741801487,85.301,4000,39035,4.42,1223287908,7870907422,,71644,8729,4.0810395523552E+14,ethereum,eth
658,,2017/05/18,4245,0.0425,137409,,,0.54,27739997833515,32.123,4757,37851,4.113,871640478,8446405375,,90178,6343,4.1444829704694E+14,ethereum,eth
659,,2017/05/19,4801,0.0491,161568,,,0.594,28818324304260,76.025,4492,48426,9.381,1677311425,10212266076,,109061,10381,4.316500259532E+14,ethereum,eth
660,,2017/05/20,4179,0.057,130912,,,0.527,29607032640269,32.332,5206,35710,7.865,1203691069,11421312792,,79718,9195,4.3971432137646E+14,ethereum,eth
661,,2017/05/21,4586,0.0611,149699,,,0.542,30499285609706,38.593,6573,37460,9.741,1711677934,12218312503,,90895,11434,4.5132709950096E+14,ethereum,eth
662,,2017/05/22,5328,0.0736,176255,,,0.614,31381775201643,87.954,8620,45948,19.843,4280804068,14970410624,,113018,24288,4.6310260009026E+14,ethereum,eth
663,,2017/05/23,6627,0.0755,187121,,,0.855,30235255599301,63.308,7248,48510,16.398,2642901491,15017188405,,121810,14124,4.48716876168E+14,ethereum,eth
664,,2017/05/24,6666,0.0869,187293,,,0.915,30980176158629,93.047,6984,50560,20.33,2916311682,17157666368,,120950,15571,4.5897803322923E+14,ethereum,eth
665,,2017/05/25,5952,0.0903,183010,,,0.731,31136245767636,97.163,10863,49905,23.234,2834233275,17836350374,,120632,15487,4.5771142909331E+14,ethereum,eth
666,,2017/05/26,5559,0.0782,169818,,,0.686,31203740130239,85.18,8902,47245,16.037,2921815722,16298177811,,112520,17206,4.5654221759024E+14,ethereum,eth
667,,2017/05/27,5127,0.0664,149450,,,0.611,32146815826109,74.893,8319,38766,12.826,1794823460,13694429211,,95737,12010,4.7326774783534E+14,ethereum,eth
668,,2017/05/28,5379,0.077,155271,,,0.644,31939185482570,35.08,7542,37142,10.589,1660289132,15433142129,,93265,10693,4.6917710843693E+14,ethereum,eth
669,,2017/05/29,4922,0.0784,158547,,,0.612,34018541222590,57.507,7110,41825,11.617,1844399338,16269455635,,100458,11633,4.8771308039488E+14,ethereum,eth
670,,2017/05/30,7069,0.0958,193618,,,1.021,36264049064390,91.035,7591,50693,15.55,2484796709,19090607564,,111080,12834,5.1321655399924E+14,ethereum,eth
671,,2017/05/31,6843,0.114,214126,,,1.656,35306634737651,226.055,8564,67708,18.454,5212428078,20840754401,,122273,24343,5.1972379025137E+14,ethereum,eth
672,,2017/06/01,6541,0.111,199160,,,0.866,37248785117661,99.093,14322,62824,15.715,3717937193,20661192902,,138481,18668,5.6100117769043E+14,ethereum,eth
673,,2017/06/02,7542,0.104,194911,,,1.046,36295190932520,46.617,11204,49256,12.322,3629630935,20514374886,,116633,18622,5.7450582945112E+14,ethereum,eth
674,,2017/06/03,6636,0.1,175644,,,0.797,37395663236245,78.457,6962,48993,10.585,3413774782,20374027431,,116133,19436,5.7575066085562E+14,ethereum,eth
675,,2017/06/04,6458,0.12,180136,,,0.9,38371754243152,60.434,14085,48682,13.131,3293393640,21996627071,,117272,18283,5.9767840242118E+14,ethereum,eth
676,,2017/06/05,6439,0.114,190305,,,0.762,39291444274002,99.094,9714,56116,14.303,4201437338,22678901452,,126193,22077,5.9965627491101E+14,ethereum,eth
677,,2017/06/06,7374,0.119,200523,,,0.928,39828834039852,91.037,9192,55596,17.535,5211282450,23660754766,,138037,25988,615096733616105,ethereum,eth
678,,2017/06/07,7388,0.125,207180,,,0.96,41467730532518,54.968,9017,54607,16.282,4657550460,23979711998,,132932,22481,6.3253410230551E+14,ethereum,eth
679,,2017/06/08,6932,0.123,187700,,,0.832,41829684498879,57.336,9147,49390,14.303,3969765606,23622920573,,125280,21150,6.4065477842092E+14,ethereum,eth
680,,2017/06/09,7482,0.12,215831,,,0.871,41760674161064,58.485,10141,60241,14.545,4270347374,24582894055,,143383,19786,6.3998832701178E+14,ethereum,eth
681,,2017/06/10,6592,0.132,213356,,,0.735,43939891193463,112.787,10560,59854,21.253,3351506893,27587689096,,149385,15709,6.622332244813E+14,ethereum,eth
682,,2017/06/11,8658,0.157,240490,,,1.076,45025182578530,124.038,10853,68811,24.444,4130182765,31337628293,,168033,17174,6.828573460346E+14,ethereum,eth
683,,2017/06/12,9451,0.186,292941,,,1.639,44968294068819,227.659,14709,94846,36.524,9622212117,33967829251,,211704,32847,6.7633145442402E+14,ethereum,eth
684,,2017/06/13,8807,0.182,280054,,,0.991,46522075087971,133.7,20977,85554,28.436,8240169874,35593277835,,201364,29424,6.9461733754353E+14,ethereum,eth
685,,2017/06/14,7942,0.167,250337,,,0.865,47651607769747,116.57,13279,75601,27.23,4966383683,34508567371,,181748,19839,7.1318954477743E+14,ethereum,eth
686,,2017/06/15,8192,0.153,261617,,,0.949,48521860791531,136.977,13598,78059,27.714,6761745363,30130773767,,188827,25846,7.282504813407E+14,ethereum,eth
687,,2017/06/16,8034,0.154,248003,,,0.872,49363897981452,81.516,14424,68726,20.401,6364402210,32252539513,,168008,25663,7.3712477338692E+14,ethereum,eth
688,,2017/06/17,7958,0.158,242022,,,0.806,50985969882110,82.148,13221,69795,16.283,3673321585,33146606966,,164366,15178,7.6152952510238E+14,ethereum,eth
689,,2017/06/18,7931,0.16,245957,,,0.846,51995669793454,73.539,12296,72037,16.041,3441356263,33612661555,,170301,13992,7.6992264886976E+14,ethereum,eth
690,,2017/06/19,8956,0.158,286209,,,0.947,52570822426350,75.167,12833,78328,16.644,3971101275,33156576807,,191616,13875,7.7546602058309E+14,ethereum,eth
691,,2017/06/20,9258,0.203,308417,,,2.454,53614719103983,360.596,14042,92064,19.311,5227895458,33427071045,,191122,16951,8.4718481438941E+14,ethereum,eth
692,,2017/06/21,6195,0.419,221289,,,3.168,54098240797200,334.861,13789,90089,25.613,1921728111,30847231354,,157201,8684,8.7430876231761E+14,ethereum,eth
693,,2017/06/22,8691,0.34,284225,,,2.426,54738964742491,120.106,12631,89360,25.008,2731970142,30018614957,,206732,9612,8.7241931920418E+14,ethereum,eth
694,,2017/06/23,9123,0.344,276012,,,1.705,54336704373890,98.019,14903,82559,20.483,3330750492,30392440565,,202672,12067,8.8153242253962E+14,ethereum,eth
695,,2017/06/24,8935,0.336,250570,,,2.072,55693605003757,99.252,null,77939,16.321,3627575265,29699835293,,180583,14477,888679962204642,ethereum,eth
696,,2017/06/25,8979,0.25,231135,,,1.481,56393524710369,61.426,null,68879,19.916,1207162076,27568736913,,155887,5223,9.0465351865722E+14,ethereum,eth
697,,2017/06/26,9544,0.204,316788,,,1.861,58417112349132,132.76,null,102449,27.11,2759723329,24186686634,,237497,8712,9.2385322918468E+14,ethereum,eth
698,,2017/06/27,7911,0.19,252995,,,1.195,58320978141848,54.773,null,82094,22.623,2855159102,22704977700,,182501,11285,9.3035919933239E+14,ethereum,eth
699,,2017/06/28,10005,0.282,274241,,,2.008,59938051087500,47.199,null,null,19.674,3051771161,26863541743,,188476,11128,9.5006133746053E+14,ethereum,eth
700,,2017/06/29,9460,0.225,263791,,,1.631,61540789098593,54.791,null,77162,16.282,3417165510,28425917058,,182877,12954,9.627490409015E+14,ethereum,eth
701,,2017/06/30,8800,0.134,252652,,,1.236,61649495641450,58.487,null,75721,13.533,2907912862,27124206784,,177613,11510,9.7200900038764E+14,ethereum,eth
702,,2017/07/01,8106,0.123,240465,,,1.125,62565703649500,53.469,null,72178,12.474,2422848007,24918415863,,170690,10076,9.9263646950280E+14,ethereum,eth
703,,2017/07/02,8503,0.118,248617,,,1.132,63099816232763,33.962,null,70247,11.979,1888814758,24806296294,,172941,7597,1.0022083831095E+15,ethereum,eth
704,,2017/07/03,10143,0.145,302032,,,1.478,65002338599111,32.218,null,87207,12.799,6873441390,25894448752,,201259,22757,1.012941506663E+15,ethereum,eth
705,,2017/07/04,10132,0.122,281465,,,1.3,66564360885704,34.567,null,86377,11.654,5563654768,25690674556,,193388,19767,1027254107613641,ethereum,eth
706,,2017/07/05,10094,0.116,271606,,,1.428,64819978567358,31.582,null,75556,12.353,1855112851,24491546045,,179920,6830,1.0229560302637E+15,ethereum,eth
707,,2017/07/06,8830,0.117,258791,,,1.076,65974487088450,34.58,null,72799,11.906,2212895279,24714737601,,176814,8551,1.0372168085721E+15,ethereum,eth
708,,2017/07/07,9709,0.117,295389,,,1.229,67077555537398,null,null,91070,13.417,2317560495,23666776749,,203470,7846,1.0381861237043E+15,ethereum,eth
709,,2017/07/08,8884,0.111,248142,,,1.261,67475713453228,28.221,null,63489,12.353,1806603924,22447567208,,159924,7281,1.0559628920622E+15,ethereum,eth
710,,2017/07/09,6980,0.115,225189,,,0.906,68043932032263,25.904,null,60670,10.842,836228565,22695829428,,150347,3713,1.0711075271466E+15,ethereum,eth
711,,2017/07/10,10586,0.0951,302633,,,1.026,69105357448269,24.768,null,82854,16.851,2417869417,21101114403,,200363,7989,1198734948519299,ethereum,eth
712,,2017/07/11,10484,0.0874,291677,,,1.132,68636544301587,39.315,null,79359,20.864,2518113539,18259702196,,193472,8633,1.2142027920762E+15,ethereum,eth
713,,2017/07/12,10735,0.0909,283828,,,1.308,66934754201803,26.449,16775,76878,16.283,2616155875,18976657680,,186946,9217,1185958514378981,ethereum,eth
714,,2017/07/13,10676,0.0922,260745,,,1.308,67570452633878,21.134,15409,64635,13.295,4536228407,19496878168,,163613,17397,1207944603412642,ethereum,eth
715,,2017/07/14,10040,0.0825,249381,,,1.107,66157611392631,25.096,15372,62948,12.474,4929881208,18325978530,,164214,19768,1.1825557149918E+15,ethereum,eth
716,,2017/07/15,8747,0.0851,231961,,,1.127,68604712664505,36.692,14878,63100,12.028,4520866294,17194862931,,156589,19490,1.2079449989948E+15,ethereum,eth
717,,2017/07/16,9225,0.069,249138,,,1.097,70214316465202,25.648,11940,61232,16.73,3999009787,14596423890,,162239,16051,1.2437819554643E+15,ethereum,eth
718,,2017/07/17,9814,0.0756,248473,,,1.121,66699855238819,28.345,17557,66678,14.602,3930114508,16000714000,,164942,15817,1.2044940953681E+15,ethereum,eth
719,,2017/07/18,11286,0.095,271055,,,1.671,68405207369200,31.678,17924,71930,15.666,5325234608,18747483796,,178185,19646,1.2138973555541E+15,ethereum,eth
720,,2017/07/19,10282,0.0976,270122,,,1.256,71176220538012,28.654,19618,74626,15.463,5163583953,20665927464,,180460,19116,1.233998957754E+15,ethereum,eth
721,,2017/07/20,9370,0.0934,250065,,,0.995,73427793198749,27.094,16516,70092,13.213,4465763779,20262826370,,174451,17858,1271418308086239,ethereum,eth
722,,2017/07/21,8661,0.102,232560,,,1.07,73177456447550,26.029,15196,61959,11.532,4686008226,20844212577,,164400,20150,1.3049709010232E+15,ethereum,eth
723,,2017/07/22,7992,0.0987,205574,,,0.888,72969298228549,24.419,15260,53556,9.526,1023132151,20912816807,,140347,4977,1.2782599088022E+15,ethereum,eth
724,,2017/07/23,9282,0.102,260490,,,1.123,75690247408162,23.461,15441,86303,9.332,1579208695,21252953253,,183421,6062,1.3150278493074E+15,ethereum,eth
725,,2017/07/24,10560,0.101,263095,,,1.207,73613003654415,23.707,16151,67537,9.9,4716695940,21112760303,,168894,17928,1.3025084997785E+15,ethereum,eth
726,,2017/07/25,9767,0.0993,242922,,,1.369,77163027212658,33.004,16428,63230,10.143,4881892620,19720924452,,162500,20097,1.3283803256027E+15,ethereum,eth
727,,2017/07/26,8403,0.0944,222948,,,1.129,76844126914345,28.082,17958,58899,10.022,3797824274,18755918460,,150792,17035,1.3314577705543E+15,ethereum,eth
728,,2017/07/27,8346,0.0924,225435,,,1.037,75605726052384,32.147,15510,62728,8.836,4259201550,18920730875,,157988,18893,1321720589477607,ethereum,eth
729,,2017/07/28,9258,0.087,246494,,,1.085,77536893123692,24.377,16163,63849,9.404,4820364464,18463395762,,164906,19556,1.3323678990976E+15,ethereum,eth
730,,2017/07/29,7452,0.0805,198773,,,0.799,76587712193575,34.154,17486,52403,9.161,4158942432,17588379449,,139067,20923,1.3321783385552E+15,ethereum,eth
731,,2017/07/30,7621,0.0879,206624,,,0.804,79036254012639,22.467,13824,52838,7.569,2823408558,18609571350,,147893,13664,1359901481847607,ethereum,eth
732,,2017/07/31,9293,0.0878,250088,,,0.917,80870476773081,29.394,20653,79658,8.34,1717821255,18403456891,,185624,6869,1.4265512812223E+15,ethereum,eth
733,,2017/08/01,9503,0.112,218582,,,1.174,80827530505399,43.56,18520,60164,11.267,2070520794,20335122138,,151371,9473,1.6067300041268E+15,ethereum,eth
734,,2017/08/02,9426,0.102,231068,,,1.073,79669656055409,43.2,16533,64945,9.794,1984540597,20767624021,,160267,8589,1.6065244347956E+15,ethereum,eth
735,,2017/08/03,9597,0.1,236335,,,1.08,76678415380719,29.962,15957,64518,7.941,1684373994,20857881608,,156600,7127,1555875206148550,ethereum,eth
736,,2017/08/04,10507,0.0938,257160,,,0.985,79753467651343,24.376,15293,71796,7.941,1740569602,20941950414,,173894,6768,1.5906679106123E+15,ethereum,eth
737,,2017/08/05,10427,0.105,261400,,,1.072,78969008598029,31.462,14741,74476,9.05,2169363020,22325415711,,173591,8299,1585688951967804,ethereum,eth
738,,2017/08/06,10463,0.115,265127,,,1.103,80016730186190,26.992,14575,69967,10.523,2259793685,24475147445,,171221,8523,1.5989320226454E+15,ethereum,eth
739,,2017/08/07,11867,0.117,281172,,,1.424,82340643487617,36.197,16000,79241,11.084,2603309369,24968228034,,185921,9259,1.6199675006101E+15,ethereum,eth
740,,2017/08/08,13278,0.124,318866,,,1.49,83297114037169,31.621,17226,90294,13.119,3075000594,26360290878,,215067,9644,1.6362562746649E+15,ethereum,eth
741,,2017/08/09,11373,0.139,280308,,,1.179,84948343528036,55.715,15975,83024,12.754,3321979739,28079231392,,191871,11851,1.6613348200931E+15,ethereum,eth
742,,2017/08/10,13581,0.133,338241,,,1.387,83420854767183,32.942,14397,96726,11.084,6984109142,28288232003,,226474,20648,1.6501267158589E+15,ethereum,eth
743,,2017/08/11,14429,0.143,356682,,,1.532,84612950571944,30.458,14491,97324,9.976,14010554452,28305479327,,230190,39280,1.6401514869074E+15,ethereum,eth
744,,2017/08/12,13642,0.148,338654,,,1.49,87290695848031,30.592,16170,91122,10.158,8679449142,29439109933,,214593,25629,1.6925271311126E+15,ethereum,eth
