id,mining_profitability,date,block_size,median_transaction_size,transactions,top_100_percent,confirmation_time,fee_reward,hashrate,median_transaction_value,tweets,sent_addresses,google_trends,send_usd,market_cap,av_transaction_size,active_addresses,av_transaction_value,difficulty,full_name,coin
0,,2015/07/30,643.886,,null,,,null,11114186636,,,,0.508,,190566400,,,,121335493201,ethereum,eth
1,,2015/07/31,582.028,,null,,,null,51376122067,,,,0.521,,224339125,,,,602941851594,ethereum,eth
2,,2015/08/01,575.164,,null,,,null,57794141228,,,,0.391,,216969413,,,,887254173531,ethereum,eth
3,,2015/08/02,580.879,,null,,,null,67898971177,,,,0.441,,177423911,,,,1020253707547,ethereum,eth
4,,2015/08/03,587.112,,null,,,null,74572708586,,,,0.265,,179121767,,,,1125837358847,ethereum,eth
5,,2015/08/04,586.97,,null,,,null,82043945495,,,,0.309,,187215055,,,,1216587344565,ethereum,eth
6,,2015/08/05,578.946,,null,,,null,86146792187,,,,0.268,,195497241,,,,1327837857487,ethereum,eth
7,,2015/08/06,583.671,,null,,,null,88328908216,,,,0.336,,228808709,,,,1380846362252,ethereum,eth
8,,2015/08/07,632.625,0.00411,2050,,,0.103,95297747680,45.711,,784,0.482,6244667,224702034,,1214,3046,1470838650662,ethereum,eth
9,,2015/08/08,667.595,0.00211,2881,,,0.177,104892236891,0.17,,605,0.358,23054509,122726602,,959,8002,1586123528941,ethereum,eth
10,,2015/08/09,618.298,0.000973,1329,,,0.0428,109676945486,7.956,,462,0.391,927200,57547525,,817,697.668,1709479787485,ethereum,eth
11,,2015/08/10,631.186,0.000896,2037,,,0.0825,120610799180,0.368,,821,0.334,1219177,52799436,,1482,598.516,1837695763268,ethereum,eth
12,,2015/08/11,692.014,0.000997,4963,,,0.0388,134766886331,0.0393,,2132,0.298,1216605,59277929,,4204,245.135,2036390797503,ethereum,eth
13,,2015/08/12,653.426,0.00136,2036,,,0.11,142999727420,7.874,,581,0.449,817167,79168912,,1114,401.359,2207079742290,ethereum,eth
14,,2015/08/13,665.722,0.00169,2842,,,0.084,156606018232,11.37,,872,0.416,2493147,101026080,,1704,877.251,2336979708058,ethereum,eth
15,,2015/08/14,659.751,0.00238,3174,,,0.0439,196722874450,20.381,,1115,0.52,4516055,142592143,,2082,1423,2671253150472,ethereum,eth
16,,2015/08/15,638.335,0.00217,2284,,,0.0292,227666580264,17.961,,857,0.421,8318089,130225850,,1703,3642,3378028425874,ethereum,eth
17,,2015/08/16,640.654,0.00167,2440,,,0.0236,231942202731,9.872,,765,0.224,2360139,100192955,,1556,967.27,3631632144443,ethereum,eth
18,,2015/08/17,634.708,0.00168,2512,,,0.026,258915864705,10.289,,816,0.263,3119346,100832043,,1635,1242,3908024035253,ethereum,eth
19,,2015/08/18,648.488,0.00144,2494,,,0.0436,270470331405,7.684,,834,0.237,1855768,86978726,,1688,744.093,4377694725369,ethereum,eth
20,,2015/08/19,653.321,0.00151,3246,,,0.0493,284044135459,6.626,,823,0.213,1434540,90614345,,1845,441.941,4419573021825,ethereum,eth
21,,2015/08/20,650.093,0.0016,2303,,,0.0308,221468069465,6.744,,658,0.23,563017,97988942,,1508,244.471,4469109431846,ethereum,eth
22,,2015/08/21,667.585,0.00157,3919,,,0.0282,277264309584,7.477,,913,0.252,877611,108664107,,1993,223.937,4415252643655,ethereum,eth
23,,2015/08/22,648.038,0.00163,3579,,,0.0582,312618144214,5.86,,840,0.213,699924,102872632,,2063,195.564,4828340997895,ethereum,eth
24,,2015/08/23,680.592,0.00142,4190,,,0.0295,317162749743,5.02,,885,0.241,671489,98081213,,2261,160.26,5138351075673,ethereum,eth
25,,2015/08/24,672.547,0.00137,4432,,,0.031,333335492749,3.888,,873,0.252,601209,94603232,,2123,135.652,5179118882691,ethereum,eth
26,,2015/08/25,679.73,0.00125,4487,,,0.0295,325201816316,4.074,,951,0.268,485349,86895292,,2376,108.168,5173287673223,ethereum,eth
27,,2015/08/26,668.652,0.0012,4156,,,0.0271,343102359407,3.187,,883,0.213,501110,83022366,,2218,120.575,5587304091732,ethereum,eth
28,,2015/08/27,707.929,0.00122,5590,,,0.034,341118418030,2.832,,929,0.151,315965,84351151,,2404,56.523,5925309861486,ethereum,eth
29,,2015/08/28,690.88,0.00122,4758,,,0.0378,355219519712,3.048,,919,0.173,350202,84907180,,2281,73.603,6250868351996,ethereum,eth
30,,2015/08/29,682.036,0.00124,4139,,,0.0236,351443303077,3.68,,839,0.0901,506311,85710837,,2021,122.327,6657649139910,ethereum,eth
31,,2015/08/30,688.936,0.00128,4572,,,0.0255,340150290111,2.631,,931,0.164,508898,89184253,,2391,111.308,6780904668948,ethereum,eth
32,,2015/08/31,730.651,0.00138,5196,,,0.0337,359341490869,2.075,,947,0.184,505324,95734924,,2256,97.253,7213764433229,ethereum,eth
33,,2015/09/01,741.283,0.00142,5153,,,0.0374,363512354042,2.188,,916,0.216,1926162,98939269,,2287,373.794,7641499013978,ethereum,eth
34,,2015/09/02,766.282,0.00139,5195,,,0.0431,355779356316,1.682,,875,0.152,366471,96318686,,2216,70.543,8283953338039,ethereum,eth
35,,2015/09/03,755.39,0.00133,4777,,,0.0389,339122685055,1.548,,778,0.17,707666,92739630,,2055,148.14,8354596884231,ethereum,eth
36,,2015/09/04,762.357,0.00133,5642,,,0.0407,349982135772,1.411,,761,0.199,224103,92650000,,2078,39.72,6469670080246,ethereum,eth
37,,2015/09/05,752.895,0.00136,5519,,,0.0344,374913124969,2.102,,830,0.167,216863,94547116,,2146,39.294,6235386210269,ethereum,eth
38,,2015/09/06,733.459,0.0014,5521,,,0.0295,388433114376,2.904,,965,0.157,394976,97387902,,2292,71.541,6305025872317,ethereum,eth
39,,2015/09/07,752.6,0.00135,5702,,,0.0349,379841573552,2.551,,969,0.242,260082,93833617,,2386,45.612,6339141092888,ethereum,eth
40,,2015/09/08,759.387,0.00132,5622,,,0.0384,370785471097,2.893,,1003,0.125,330406,91586968,,2415,58.77,6077004932539,ethereum,eth
41,,2015/09/09,764.624,0.00129,5604,,,0.0357,386137579875,2.455,,980,0.154,1406427,89748325,,2338,250.968,6202066849532,ethereum,eth
42,,2015/09/10,729.94,0.00125,5341,,,0.0286,392080890204,2.701,,989,0.225,245338,87112290,,2322,45.935,6289587949043,ethereum,eth
43,,2015/09/11,735.909,0.0011,6460,,,0.0311,421668550189,2.12,,1088,0.177,764475,77004144,,2592,118.34,6561787910853,ethereum,eth
44,,2015/09/12,761.423,0.00108,5596,,,0.0413,424171784402,2.059,,942,0.137,223316,75075901,,2307,39.906,6832639915712,ethereum,eth
45,,2015/09/13,763.561,0.00103,6057,,,0.0352,432689994307,1.507,,954,0.163,220316,71961682,,2361,36.374,7022050607216,ethereum,eth
46,,2015/09/14,771.17,0.000948,5572,,,0.0372,399653850867,1.81,,1013,0.163,241561,66166427,,2471,43.353,6626273317244,ethereum,eth
47,,2015/09/15,755.325,0.000964,5409,,,0.0315,387803268389,1.836,,906,0.22,554082,67283481,,2198,102.437,6418523305692,ethereum,eth
48,,2015/09/16,738.598,0.000969,5872,,,0.0439,383930083752,1.825,,920,0.235,512374,67639823,,2238,87.257,6179108814558,ethereum,eth
49,,2015/09/17,753.392,0.000924,5368,,,0.0322,362139920117,2.243,,982,0.233,260127,64499188,,2274,48.459,6040422718682,ethereum,eth
50,,2015/09/18,784.676,0.000908,5802,,,0.0437,346369552396,1.733,,891,0.152,352843,63467947,,2143,60.814,5652727817263,ethereum,eth
51,,2015/09/19,734.69,0.000892,5205,,,0.0279,357412908757,1.614,,840,0.125,331949,62340381,,2030,63.775,5548291301468,ethereum,eth
52,,2015/09/20,765.962,0.000937,6402,,,0.0375,408789286949,1.452,,904,0.095,117427,65517880,,2205,18.342,6202288372044,ethereum,eth
53,,2015/09/21,778.834,0.00097,6305,,,0.0367,410003700797,1.312,,988,0.18,145749,67866617,,2310,23.116,6541475961495,ethereum,eth
54,,2015/09/22,806.983,0.00094,6804,,,0.0416,410100833217,1.031,,1001,0.152,174161,65733638,,2355,25.597,6624026779678,ethereum,eth
55,,2015/09/23,784.06,0.000938,7404,,,0.038,438890619973,1.083,,969,0.181,117144,65662693,,2686,15.822,6895375007165,ethereum,eth
56,,2015/09/24,781.651,0.000907,6224,,,0.0375,436218902912,1.693,,1004,0.154,265040,63525490,,2427,42.584,7029217239892,ethereum,eth
57,,2015/09/25,767.053,0.00081,5851,,,0.035,443478115526,1.571,,974,0.143,510783,56734219,,2339,87.298,6977082570625,ethereum,eth
58,,2015/09/26,764.729,0.00077,5907,,,0.0345,440625930565,1.274,,890,0.152,184399,53974264,,2176,31.217,7226850619904,ethereum,eth
59,,2015/09/27,724.726,0.000784,5760,,,0.0322,426457256785,1.287,,907,0.128,285722,54915805,,2176,49.605,7252906515025,ethereum,eth
60,,2015/09/28,755.213,0.000688,6123,,,0.0361,391416619823,1.311,,1003,0.172,467733,48243128,,2380,76.39,6747096187571,ethereum,eth
61,,2015/09/29,762.181,0.000648,5738,,,0.035,347260201937,1.241,,962,0.221,249405,45438367,,2267,43.465,6057282503508,ethereum,eth
62,,2015/09/30,741.895,0.000705,5870,,,0.032,332846785960,1.441,,924,0.19,342320,49470592,,2223,58.317,5625252282980,ethereum,eth
63,,2015/10/01,740.884,0.000731,6421,,,0.0306,365320370591,1.395,,947,0.0883,374957,51311764,,2188,58.395,5652882534059,ethereum,eth
64,,2015/10/02,773.068,0.00071,6063,,,0.0349,378477872389,1.247,,857,0.172,100598,49826020,,2063,16.592,5981731817267,ethereum,eth
65,,2015/10/03,768.651,0.000727,6112,,,0.0356,390965346687,1.213,,890,0.148,85145,51062655,,2084,13.931,6290812311295,ethereum,eth
66,,2015/10/04,775.841,0.000709,6624,,,0.0356,371097040216,0.82,,872,0.184,187376,49807595,,2082,28.287,6205739662281,ethereum,eth
67,,2015/10/05,771.409,0.000693,6279,,,0.0424,385593881655,1.244,,871,0.0823,108258,48740427,,2128,17.241,6284591115849,ethereum,eth
68,,2015/10/06,781.023,0.000653,6458,,,0.0386,368489379087,0.936,,907,0.0863,315022,45903656,,2140,48.78,6276470353925,ethereum,eth
69,,2015/10/07,808.143,0.000664,7121,,,0.0451,366973205024,0.864,,881,0.16,196221,46716472,,2129,27.555,5983537715401,ethereum,eth
70,,2015/10/08,788.719,0.000632,6926,,,0.0431,375201688581,0.907,,865,0.144,188637,44464046,,2050,27.236,5977784444865,ethereum,eth
71,,2015/10/09,779.338,0.000688,6763,,,0.0429,364870086205,1.045,,868,0.0943,147020,48452062,,2077,21.739,6122631614309,ethereum,eth
72,,2015/10/10,777.79,0.000671,6529,,,0.0425,360603795392,0.933,,793,0.146,82137,47259423,,1942,12.58,6031582042944,ethereum,eth
73,,2015/10/11,748.198,0.000659,6023,,,0.0327,381956474380,0.902,,840,0.0783,95980,46421856,,1976,15.936,6139498339884,ethereum,eth
74,,2015/10/12,787.463,0.000665,6593,,,0.0386,386254502402,1.224,,832,0.0843,171518,46846017,,2025,26.015,6145002740254,ethereum,eth
75,,2015/10/13,817.953,0.000642,6818,,,0.0446,397934772325,1.182,,846,0.234,251490,45263825,,2175,36.886,6356692057708,ethereum,eth
76,,2015/10/14,791.168,0.000597,6830,,,0.0438,394174872462,0.941,,956,0.0963,564439,42103752,,2305,82.641,6482464932997,ethereum,eth
77,,2015/10/15,824.15,0.000566,6499,,,0.071,372916030147,0.849,,876,0.148,430930,39901806,,2162,66.307,6209364513561,ethereum,eth
78,,2015/10/16,826.88,0.000575,6795,,,0.0804,347004215423,0.745,,882,0.0664,197345,40598948,,2167,29.043,5814901770906,ethereum,eth
79,,2015/10/17,787.892,0.000565,6567,,,0.0446,373030407773,0.843,,867,0.0903,131326,39913138,,2037,19.998,6004201090754,ethereum,eth
80,,2015/10/18,812.078,0.00056,6481,,,0.0489,362435658041,0.779,,818,0.0823,97075,39518479,,1995,14.978,5973918932016,ethereum,eth
81,,2015/10/19,801.908,0.000526,6604,,,0.0433,360920293657,0.712,,842,0.0863,257651,37124158,,2102,39.014,5921606787199,ethereum,eth
82,,2015/10/20,770.019,0.000514,5897,,,0.0421,359406256764,0.987,,837,0.0803,245579,36323268,,1961,41.645,5834977688133,ethereum,eth
83,,2015/10/21,774.136,0.000466,6182,,,0.0376,359015928569,0.899,,873,0.219,309238,32926205,,2216,50.022,5875656973201,ethereum,eth
84,,2015/10/22,782.186,0.000478,5979,,,0.0503,341132964351,0.926,,849,0.0923,282005,33809435,,2022,47.166,5734489168580,ethereum,eth
85,,2015/10/23,817.524,0.000574,6888,,,0.0482,380733704574,1.104,,957,0.0723,422541,40600776,,2280,61.345,5878810489625,ethereum,eth
86,,2015/10/24,770.573,0.000574,6361,,,0.0381,400712364373,1.101,,869,0.102,54615,40632386,,2355,8.586,6288280683193,ethereum,eth
87,,2015/10/25,750.611,0.000653,5830,,,0.0327,415421916600,1.352,,918,0.146,162831,46223261,,2224,27.93,6589253417659,ethereum,eth
88,,2015/10/26,765.488,0.000672,5938,,,0.0398,399352419352,1.453,,987,0.206,457568,47549069,,2450,77.058,6541039905213,ethereum,eth
89,,2015/10/27,814.796,0.000856,6784,,,0.0661,423606935733,2.21,,1150,0.244,1542742,60602585,,2588,227.409,6541750115500,ethereum,eth
90,,2015/10/28,808.039,0.000922,7346,,,0.0396,425217897401,1.598,,1167,0.25,861069,65364165,,2604,117.216,6845791973688,ethereum,eth
91,,2015/10/29,814.38,0.00112,7836,,,0.0437,457118050623,2.159,,1269,0.339,554330,79688010,,2951,70.741,7040083960188,ethereum,eth
92,,2015/10/30,780.948,0.00119,7941,,,0.0466,485181790381,2.299,,1315,0.307,1374247,84609837,,3278,173.057,7428610213549,ethereum,eth
93,,2015/10/31,811.936,0.00101,7557,,,0.0533,512482245181,1.949,,1222,0.226,266091,71703838,,3029,35.211,7792887089971,ethereum,eth
94,,2015/11/01,783.497,0.001,6915,,,0.0545,520751967660,2.25,,1157,0.284,138582,70959770,,3122,20.041,7780658217194,ethereum,eth
95,,2015/11/02,779.184,0.00111,6558,,,0.0365,494438532536,2.967,,1332,0.218,372411,78888766,,3128,56.787,7689750130444,ethereum,eth
96,,2015/11/03,844.058,0.00104,7399,,,0.0421,480200507887,2.282,,1249,0.263,592072,74181046,,3131,80.021,7332785272894,ethereum,eth
97,,2015/11/04,762.327,0.00098,7037,,,0.0322,508443346288,2.565,,1241,0.281,751690,69632890,,3036,106.82,7742586663680,ethereum,eth
98,,2015/11/05,813.395,0.000979,7498,,,0.0371,489331291050,1.934,,1288,0.203,321009,69601075,,2951,42.813,7582489324903,ethereum,eth
99,,2015/11/06,812.018,0.000943,7882,,,0.0561,491429618713,1.129,,1241,0.206,842305,67023211,,2822,106.864,7592232261293,ethereum,eth
100,,2015/11/07,1005,0.000956,10996,,,0.114,478048414470,0.0891,,1176,0.186,387719,67972997,,3061,35.26,7549914589721,ethereum,eth
101,,2015/11/08,1015,0.001,12413,,,0.104,498826132097,0.183,,1188,0.239,855879,71305913,,3291,68.95,7709287701831,ethereum,eth
102,,2015/11/09,785.936,0.00108,7689,,,0.0397,496545107608,2.101,,1342,0.269,978170,77194959,,3120,127.217,7754098317251,ethereum,eth
103,,2015/11/10,833.809,0.00103,8151,,,0.0538,505390345518,1.664,,1270,0.239,877248,73595557,,2908,107.625,7760001726241,ethereum,eth
104,,2015/11/11,1044,0.00089,10217,,,0.0798,509043487357,0.9,,1260,0.332,255482,63393485,,3150,25.006,7673240442434,ethereum,eth
105,,2015/11/12,874.056,0.000894,9534,,,0.0875,517330958183,1.04,,1215,0.335,239201,63699728,,2852,25.089,7746194157636,ethereum,eth
106,,2015/11/13,807.736,0.000925,7891,,,0.0493,528346135781,1.556,,1194,0.263,410621,65930206,,2815,52.037,7870061343233,ethereum,eth
107,,2015/11/14,937.52,0.000936,7211,,,0.0617,534865998776,1.897,,1240,0.102,252871,66755819,,2869,35.067,7913167398563,ethereum,eth
108,,2015/11/15,797.41,0.000947,7170,,,0.0388,550254722975,1.985,,1219,0.126,158388,67575244,,2828,22.09,8259505404948,ethereum,eth
109,,2015/11/16,782.024,0.000959,7442,,,0.0358,541283940502,1.987,,1272,0.218,398111,68417237,,2936,53.495,8327053098273,ethereum,eth
110,,2015/11/17,762.229,0.000997,7145,,,0.0331,535672271869,2.127,,1306,0.287,1098762,71167451,,2996,153.781,8153082615467,ethereum,eth
111,,2015/11/18,773.782,0.00103,7373,,,0.0364,550612437839,2.036,,1304,0.111,194795,73394824,,2955,26.42,8549643854787,ethereum,eth
112,,2015/11/19,881.903,0.00103,8876,,,0.0579,552743812355,1.29,,1280,0.227,268255,73320579,,2951,30.222,8806541779358,ethereum,eth
113,,2015/11/20,814.181,0.000971,6348,,,0.0461,472848994780,1.85,,1068,0.272,180028,69425232,,2672,28.36,7974988114890,ethereum,eth
114,,2015/11/21,831.781,0.000995,6822,,,0.0406,480042302797,2.007,,1097,0.126,127060,71124011,,2621,18.625,7600545692812,ethereum,eth
115,,2015/11/22,815.508,0.00102,7083,,,0.0402,480238901991,1.757,,1027,0.0628,248371,72841664,,2865,35.066,7533348659094,ethereum,eth
116,,2015/11/23,862.724,0.001,8260,,,0.0473,487941982010,1.582,,1137,0.242,654872,71855133,,2681,79.282,7566020050684,ethereum,eth
117,,2015/11/24,828.424,0.000982,7152,,,0.0465,486567873808,1.964,,1127,0.248,368237,70293728,,2788,51.487,7664566213246,ethereum,eth
118,,2015/11/25,806.983,0.000923,7098,,,0.0452,470159496207,1.757,,1123,0.218,165516,66056551,,2687,23.319,7516847539837,ethereum,eth
119,,2015/11/26,784.114,0.000909,7278,,,0.0336,470861416175,1.732,,1140,0.221,840745,65130018,,2802,115.519,7497611770240,ethereum,eth
120,,2015/11/27,789.858,0.000923,6639,,,0.0323,492944670594,1.703,,1030,0.206,596935,66125858,,2550,89.913,7469695245892,ethereum,eth
121,,2015/11/28,773.888,0.000945,6817,,,0.0512,498720992634,2.142,,1047,0.0449,108655,67744812,,2578,15.939,7720770634161,ethereum,eth
122,,2015/11/29,776.257,0.000932,6853,,,0.0319,500380846291,1.822,,1078,0.0987,168911,66804209,,2601,24.648,7721488856046,ethereum,eth
123,,2015/11/30,863.696,0.0011,8986,,,0.0729,503871991566,1.043,,1006,0.0927,205168,65573015,,2624,22.832,7780837709728,ethereum,eth
124,,2015/12/01,847.263,0.000914,6794,,,0.0455,514321990762,1.827,,982,0.191,194314,65599053,,2584,28.601,7873489340192,ethereum,eth
125,,2015/12/02,819.216,0.000888,6502,,,0.0422,481807290452,1.717,,938,0.076,249197,63716758,,2487,38.326,7817999751936,ethereum,eth
126,,2015/12/03,778.217,0.000854,6971,,,0.0364,504306948388,1.774,,1000,0.28,179900,61284569,,2600,25.807,7588315518792,ethereum,eth
127,,2015/12/04,803.623,0.00086,6898,,,0.0448,493198143647,1.611,,965,0.119,137546,61770168,,2520,19.94,7833023569691,ethereum,eth
128,,2015/12/05,835.367,0.000888,6784,,,0.0475,511916968889,1.641,,994,0.173,121754,63807968,,2540,17.947,8163740698470,ethereum,eth
129,,2015/12/06,876.782,0.000899,9103,,,0.0628,487659801017,1.187,,1314,0.189,204912,64607761,,2965,22.51,7852114986499,ethereum,eth
130,,2015/12/07,774.721,0.000851,7141,,,0.0346,483667889043,1.74,,1290,0.199,366235,61211538,,2920,51.286,7648250416399,ethereum,eth
131,,2015/12/08,771.015,0.000836,6697,,,0.0334,469523295122,1.631,,1120,0.215,141185,60118809,,2680,21.082,7547985307949,ethereum,eth
132,,2015/12/09,778.873,0.000833,7001,,,0.0342,494321277216,1.684,,1107,0.226,194539,59959581,,2688,27.787,7350171617029,ethereum,eth
133,,2015/12/10,820.142,0.000857,7444,,,0.0397,504825004080,1.493,,1093,0.172,176889,61653653,,2698,23.763,7772755103816,ethereum,eth
134,,2015/12/11,884.34,0.000897,8105,,,0.0603,514558594892,1.392,,1134,0.248,272718,64599710,,2767,33.648,8060297713150,ethereum,eth
135,,2015/12/12,916.288,0.0011,8205,,,0.0823,517896070712,1.342,,1510,0.205,469350,73068472,,3450,57.203,8045093540451,ethereum,eth
136,,2015/12/13,844.633,0.00102,7426,,,0.0649,556792870328,1.803,,1288,0.216,314004,73446487,,3032,42.284,8472258757792,ethereum,eth
137,,2015/12/14,1752,0.00449,15550,,,0.27,541236871655,null,,1511,0.286,305583,74914879,,3490,19.652,8575886197736,ethereum,eth
138,,2015/12/15,1834,0.00575,21098,,,0.404,559707647367,null,,1487,0.21,542133,76694370,,3122,25.696,8768527206040,ethereum,eth
139,,2015/12/16,1216,0.00126,10304,,,0.162,534079108914,1.021,,1496,0.246,1462253,75923616,,3126,141.911,8562437625715,ethereum,eth
140,,2015/12/17,1053,0.00101,9612,,,0.117,553982448707,1.395,,1672,0.285,424646,73211620,,3640,44.179,8734093092267,ethereum,eth
141,,2015/12/18,1057,0.00118,9032,,,0.117,552164106190,1.24,,1479,0.268,221330,70687805,,3420,24.505,8779610024754,ethereum,eth
142,,2015/12/19,1009,0.000958,9314,,,0.104,548837540000,1.28,,1532,0.188,207823,69146712,,3280,22.313,8718613363966,ethereum,eth
143,,2015/12/20,1103,0.00116,9879,,,0.126,533099835937,0.969,,1494,0.146,189325,69875360,,3267,19.164,8539950457531,ethereum,eth
144,,2015/12/21,1172,0.00114,12063,,,0.143,531446645564,0.558,,1570,0.208,212155,68728810,,3391,17.587,8512846169835,ethereum,eth
145,,2015/12/22,2045,0.00214,21027,,,0.208,564947516476,null,,1580,0.213,214746,68586148,,3401,10.213,8740208022452,ethereum,eth
146,,2015/12/23,1544,0.00322,22740,,,0.283,553008752220,null,,1494,0.208,126082,66739312,,3299,5.545,8531916432950,ethereum,eth
147,,2015/12/24,1292,0.0011,13494,,,0.166,539483402900,0.195,,1492,0.207,109301,66106139,,3284,8.1,8568509845032,ethereum,eth
148,,2015/12/25,1042,0.000918,9521,,,0.0966,539187075853,1.028,,1434,0.173,59974,66416979,,3186,6.299,8546027693064,ethereum,eth
149,,2015/12/26,1074,0.00107,10726,,,0.114,529362229713,0.906,,1499,0.091,125470,65659685,,3393,11.698,8455639813743,ethereum,eth
150,,2015/12/27,1575,0.00338,21867,,,0.303,545440760250,null,,1445,0.211,67429,64572864,,3269,3.084,8588752228727,ethereum,eth
151,,2015/12/28,1239,0.00108,12368,,,0.131,545158448549,0.861,,1618,0.226,378412,65124638,,3546,30.596,8531886376416,ethereum,eth
152,,2015/12/29,1200,0.00108,11358,,,0.121,542193003611,0.881,,1557,0.207,244426,64968879,,3461,21.52,8605435564153,ethereum,eth
153,,2015/12/30,1564,0.00296,21767,,,0.272,534548572972,null,,1469,0.0905,193482,68435949,,3306,8.889,8477527700665,ethereum,eth
154,,2015/12/31,1057,0.001,10301,,,0.0904,542725192824,1.26,,1712,0.2,371837,72678680,,3699,36.097,8542669516735,ethereum,eth
155,,2016/01/01,884.598,0.00101,8233,,,0.0582,526080043796,1.548,,1536,0.11,330634,73090484,,3437,40.16,8547423168622,ethereum,eth
156,,2016/01/02,953.56,0.00101,9164,,,0.0684,528053698175,1.348,,1619,0.19,250428,73603793,,3501,27.327,8147466230776,ethereum,eth
157,,2016/01/03,955.046,0.00103,9258,,,0.0679,544840649374,1.32,,1618,0.206,363640,74745485,,3569,39.278,8312405051132,ethereum,eth
158,,2016/01/04,981.314,0.00102,9474,,,0.0751,541290799401,1.238,,1629,0.283,149848,74132721,,3666,15.817,8334160179746,ethereum,eth
159,,2016/01/05,1396,0.00305,16430,,,0.206,548861090240,null,,1631,0.207,1010627,74387609,,3658,61.511,8305862081374,ethereum,eth
160,,2016/01/06,1553,0.00291,17074,,,0.231,552182610632,null,,1677,0.351,255146,74343746,,3834,14.944,8422692292474,ethereum,eth
161,,2016/01/07,1550,0.00297,22075,,,0.231,526218703270,null,,1728,0.283,348385,75929251,,4061,15.782,8210108041818,ethereum,eth
162,,2016/01/08,1080,0.00104,10919,,,0.0898,550687942230,1.089,,1646,0.24,194488,75656371,,3878,17.812,8302400427732,ethereum,eth
163,,2016/01/09,1209,0.00134,11793,,,0.137,551657034472,1.097,,1684,0.207,223945,81152389,,3822,18.99,8432800952952,ethereum,eth
164,,2016/01/10,1044,0.00114,10320,,,0.0933,537946675624,1.28,,1842,0.207,152679,82801304,,4035,14.795,8336741119272,ethereum,eth
165,,2016/01/11,1058,0.00111,10893,,,0.0918,561657576052,1.222,,1873,0.3,532027,80602798,,4275,48.841,8828185121710,ethereum,eth
166,,2016/01/12,1094,0.00123,10862,,,0.0965,541092686637,1.504,,1998,0.325,1164713,89920230,,4369,107.228,8889943291452,ethereum,eth
167,,2016/01/13,1423,0.00332,17665,,,0.217,530560897082,null,,1772,0.291,478086,86409029,,4074,27.064,8483670874692,ethereum,eth
168,,2016/01/14,1062,0.0012,10653,,,0.0966,553750991919,1.264,,1727,0.334,379036,87230139,,3965,35.58,8735311016259,ethereum,eth
169,,2016/01/15,1006,0.0013,9875,,,0.0842,567139411682,1.726,,1968,0.308,1173188,94991902,,4398,118.804,8996159875428,ethereum,eth
170,,2016/01/16,967.38,0.0013,10664,,,0.0831,574085617131,1.603,,1545,0.249,709038,95049070,,3885,66.489,9202357320653,ethereum,eth
171,,2016/01/17,886.572,0.0013,9747,,,0.0622,568321719087,1.607,,1433,0.232,458320,94639679,,3746,47.022,9068025912262,ethereum,eth
172,,2016/01/18,1057,0.00179,12916,,,0.113,591499464715,1.517,,1665,0.43,3220734,108915255,,4333,249.36,9453949920663,ethereum,eth
173,,2016/01/19,1107,0.00173,13420,,,0.132,584880064828,0.724,,1547,0.343,1703140,105221490,,4089,126.911,9538638577308,ethereum,eth
174,,2016/01/20,958.949,0.00154,10610,,,0.0697,588126075577,2.3,,2036,0.464,879469,112354982,,4716,82.891,9413915812865,ethereum,eth
175,,2016/01/21,943.537,0.0016,10734,,,0.0757,584138167496,2.096,,1545,0.532,755467,117063308,,4167,70.381,9598498035045,ethereum,eth
176,,2016/01/22,1027,0.00191,13848,,,0.115,610658435633,1.566,,1599,0.36,1395971,116553368,,4341,100.807,9897015391775,ethereum,eth
177,,2016/01/23,905.76,0.00183,11025,,,0.0657,608804210103,2.43,,1878,0.662,1992465,133703129,,4824,180.722,10058506402712,ethereum,eth
178,,2016/01/24,992.871,0.00225,12798,,,0.0845,650658976677,2.787,,2112,0.739,4115074,164513980,,5277,321.54,10133271762313,ethereum,eth
179,,2016/01/25,1335,0.00268,17121,,,0.152,624622219811,2.306,,2226,0.919,4919856,176629739,,5660,287.358,10330115760968,ethereum,eth
180,,2016/01/26,1228,0.00301,16511,,,0.137,673085445474,2.743,,2350,0.916,3732659,198467529,,6057,226.071,10610740377311,ethereum,eth
181,,2016/01/27,1566,0.00303,18747,,,0.21,663597075386,0.789,,2080,0.651,2921558,184594640,,5583,155.841,10820104860440,ethereum,eth
182,,2016/01/28,1424,0.0031,16765,,,0.151,652271801201,2.485,,2090,0.679,2294755,191387494,,6095,136.878,10448729611759,ethereum,eth
183,,2016/01/29,1308,0.0027,16395,,,0.139,670039338114,2.617,,2021,0.549,2165378,192885275,,5911,132.076,10883144596127,ethereum,eth
184,,2016/01/30,1179,0.00265,14661,,,0.129,668791594515,2.862,,1992,0.334,2495963,193983615,,5931,170.245,10876076582573,ethereum,eth
185,,2016/01/31,1135,0.00251,14166,,,0.127,646688845759,2.825,,2100,0.506,2614177,183730460,,6080,184.539,10695941618405,ethereum,eth
186,,2016/02/01,1081,0.00233,14199,,,0.117,679240541887,2.481,,2063,0.458,1333333,171112503,,5809,93.903,10917496712104,ethereum,eth
187,,2016/02/02,1077,0.00235,14291,,,0.11,648634013329,2.417,,2011,0.47,1385400,172307004,,5753,96.942,10674149809000,ethereum,eth
188,,2016/02/03,1060,0.00255,14274,,,0.0984,696796696967,2.857,,2027,0.458,1506224,187068566,,5911,105.522,10857187473955,ethereum,eth
